from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,119.6,1000.0,12.0,1.0 11962.5
1,,1.0000,39,,1.0000*,156.7,1000.0,15.7,1.0 15665.3
2,,1.0000*,3,,1.0000,370.8,1000.0,37.1,1.0 37078.6
2,,1.0000,25,,1.0000*,259.2,1000.0,25.9,1.0 25921.0
3,,1.0000*,4,,1.0000,70.8,1000.0,7.1,1.0  7075.2
3,,1.0000,18,,1.0000*,125.7,1000.0,12.6,1.0 12568.9
4,,1.0000*,5,,1.0000,243.1,1000.0,24.3,1.0 24313.0
4,,1.0000,14,,1.0000*,263.7,1000.0,26.4,1.0 26374.8
5,,1.0000,6,,1.0000*,507.1,1000.0,50.7,1.0 50710.1
5,,1.0000,8,,1.0000*,336.0,1000.0,33.6,1.0 33595.2
6,,1.0000*,7,,1.0000,448.0,1000.0,44.8,1.0 44803.3
6,,1.0000,11,,1.0000*,374.1,1000.0,37.4,1.0 37410.8
7,,1.0000,8,,1.0000*,200.3,1000.0,20.0,1.0 20032.0
8,,1.0000*,9,,1.0000,27.1,1000.0,2.7,1.0  2708.1
9,,1.0000,39,,1.0000*,144.4,1000.0,14.4,1.0 14440.0
10,,1.0000*,11,,1.0000,356.0,1000.0,35.6,1.0 35604.6
10,,1.0000,13,,1.0000*,327.3,1000.0,32.7,1.0 32727.2
13,,1.0000,14,,1.0000*,315.1,1000.0,31.5,1.0 31510.3
14,,1.0000,15,,1.0000*,180.4,1000.0,18.0,1.0 18040.1
15,,1.0000,16,,1.0000*,268.8,1000.0,26.9,1.0 26879.0
16,,1.0000*,17,,1.0000,263.7,1000.0,26.4,1.0 26372.0
16,,1.0000,19,,1.0000*,586.6,500.0,117.3,1.0 58656.3
16,,1.0000*,21,,1.0000,997.6,500.0,199.5,1.0 99757.0
16,,1.0000,24,,1.0000*,394.3,500.0,78.9,1.0 39430.7
17,,1.0000*,18,,1.0000,204.9,500.0,41.0,1.0 20490.1
17,,1.0000*,27,,1.0000,75.5,500.0,15.1,1.0  7546.3
21,,1.0000,22,,1.0000*,1253.5,500.0,250.7,1.0125350.9
22,,1.0000*,23,,1.0000,414.5,500.0,82.9,1.0 41448.9
23,,1.0000*,24,,1.0000,712.9,500.0,142.6,1.0 71291.1
25,,1.0000,26,,1.0000*,100.5,500.0,20.1,1.0 10051.9
26,,1.0000,27,,1.0000*,296.4,500.0,59.3,1.0 29637.2
26,,1.0000,28,,1.0000*,149.5,500.0,29.9,1.0 14948.8
26,,1.0000,29,,1.0000*,200.9,500.0,40.2,1.0 20086.5
28,,1.0000,29,,1.0000*,350.6,500.0,70.1,1.0 35057.9
