from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,125.3,1000.0,12.5,1.0,12534.2
1,,1.0000,39,,1.0000*,169.2,1000.0,16.9,1.0,16921.3
2,,1.0000*,3,,1.0000,364.9,1000.0,36.5,1.0,36493.1
2,,1.0000,25,,1.0000*,265.6,1000.0,26.6,1.0,26556.5
3,,1.0000*,4,,1.0000,80.9,1000.0,8.1,1.0,8088.1
3,,1.0000,18,,1.0000*,60.5,1000.0,6.1,1.0,6050.1
4,,1.0000*,5,,1.0000,200.7,1000.0,20.1,1.0,20070.1
4,,1.0000,14,,1.0000*,265.7,1000.0,26.6,1.0,26570.7
5,,1.0000,6,,1.0000*,483.3,1000.0,48.3,1.0,48328.3
5,,1.0000,8,,1.0000*,340.8,1000.0,34.1,1.0,34084.2
6,,1.0000*,7,,1.0000,444.9,1000.0,44.5,1.0,44494.8
6,,1.0000,11,,1.0000*,384.9,1000.0,38.5,1.0,38490.9
7,,1.0000,8,,1.0000*,197.2,1000.0,19.7,1.0,19723.5
8,,1.0000,9,,1.0000*,36.7,1000.0,3.7,1.0,3668.9
9,,1.0000,39,,1.0000*,163.1,1000.0,16.3,1.0,16305.5
10,,1.0000*,11,,1.0000,368.4,1000.0,36.8,1.0,36835.0
10,,1.0000,13,,1.0000*,301.4,1000.0,30.1,1.0,30137.9
13,,1.0000*,14,,1.0000,292.9,1000.0,29.3,1.0,29291.0
14,,1.0000,15,,1.0000*,97.5,1000.0,9.7,1.0,9749.0
15,,1.0000*,16,,1.0000,295.9,1000.0,29.6,1.0,29589.0
16,,1.0000*,17,,1.0000,213.6,1000.0,21.4,1.0,21362.1
16,,1.0000,19,,1.0000*,454.5,500.0,90.9,1.0,45449.3
16,,1.0000,21,,1.0000*,336.3,500.0,67.3,1.0,33634.7
16,,1.0000*,24,,1.0000,86.7,500.0,17.3,1.0,8666.6
17,,1.0000*,18,,1.0000,194.9,500.0,39.0,1.0,19488.7
17,,1.0000*,27,,1.0000,23.2,500.0,4.6,1.0,2317.3
21,,1.0000,22,,1.0000*,611.5,500.0,122.3,1.0,61148.4
22,,1.0000,23,,1.0000*,73.7,500.0,14.7,1.0,7366.6
23,,1.0000*,24,,1.0000,354.6,500.0,70.9,1.0,35463.4
25,,1.0000,26,,1.0000*,84.9,500.0,17.0,1.0,8491.3
26,,1.0000,27,,1.0000*,276.1,500.0,55.2,1.0,27607.0
26,,1.0000,28,,1.0000*,156.5,500.0,31.3,1.0,15645.8
26,,1.0000,29,,1.0000*,207.5,500.0,41.5,1.0,20753.6
28,,1.0000,29,,1.0000*,352.6,500.0,70.5,1.0,35263.3
