from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,52.7,1000.0,5.3,1.0,5267.5
1,,1.0000,39,,1.0000*,127.1,1000.0,12.7,1.0,12707.4
2,,1.0000,3,,1.0000*,365.3,1000.0,36.5,1.0,36525.5
2,,1.0000,25,,1.0000*,164.3,1000.0,16.4,1.0,16426.8
3,,1.0000,4,,1.0000*,276.1,1000.0,27.6,1.0,27609.7
3,,1.0000*,18,,1.0000,303.7,1000.0,30.4,1.0,30367.1
4,,1.0000,5,,1.0000*,493.2,1000.0,49.3,1.0,49317.7
4,,1.0000,14,,1.0000*,303.2,1000.0,30.3,1.0,30323.2
5,,1.0000,6,,1.0000*,815.6,1000.0,81.6,1.0,81559.7
5,,1.0000,8,,1.0000*,347.7,1000.0,34.8,1.0,34766.5
6,,1.0000*,7,,1.0000,513.7,1000.0,51.4,1.0,51367.7
6,,1.0000*,11,,1.0000,761.8,1000.0,76.2,1.0,76177.1
7,,1.0000,8,,1.0000*,266.6,1000.0,26.7,1.0,26656.9
8,,1.0000*,9,,1.0000,91.6,1000.0,9.2,1.0,9163.5
9,,1.0000,39,,1.0000*,138.0,1000.0,13.8,1.0,13796.6
10,,1.0000,11,,1.0000*,753.4,1000.0,75.3,1.0,75336.6
10,,1.0000*,13,,1.0000,915.6,1000.0,91.6,1.0,91562.2
13,,1.0000*,14,,1.0000,916.3,1000.0,91.6,1.0,91625.6
14,,1.0000*,15,,1.0000,618.7,1000.0,61.9,1.0,61871.8
15,,1.0000*,16,,1.0000,346.2,1000.0,34.6,1.0,34615.8
16,,1.0000*,17,,1.0000,231.8,1000.0,23.2,1.0,23182.3
16,,1.0000*,19,,1.0000,565.2,500.0,113.0,1.0,56521.4
16,,1.0000,21,,1.0000*,330.8,500.0,66.2,1.0,33084.8
16,,1.0000*,24,,1.0000,112.1,500.0,22.4,1.0,11214.8
17,,1.0000*,18,,1.0000,144.5,500.0,28.9,1.0,14449.4
17,,1.0000*,27,,1.0000,87.9,500.0,17.6,1.0,8786.0
21,,1.0000,22,,1.0000*,618.7,500.0,123.7,1.0,61872.4
22,,1.0000,23,,1.0000*,75.5,500.0,15.1,1.0,7553.9
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35390.5
25,,1.0000,26,,1.0000*,176.6,500.0,35.3,1.0,17659.5
26,,1.0000*,27,,1.0000,371.6,500.0,74.3,1.0,37158.4
26,,1.0000,28,,1.0000*,151.4,500.0,30.3,1.0,15143.7
26,,1.0000,29,,1.0000*,202.8,500.0,40.6,1.0,20277.5
28,,1.0000,29,,1.0000*,351.1,500.0,70.2,1.0,35110.5
