Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:35
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     46.9  1000.0     4.7     1.0  4694.6
     1     1           1.0000     1     39     39          1.0000*    1  1    126.2  1000.0    12.6     1.0 12619.6
     2     2           1.0000*    1      3     3           1.0000     1  1    377.2  1000.0    37.7     1.0 37724.8
     2     2           1.0000     1     25     25          1.0000*    1  1    154.3  1000.0    15.4     1.0 15425.2
     3     3           1.0000     1      4     4           1.0000*    1  1    290.3  1000.0    29.0     1.0 29030.4
     3     3           1.0000*    1     18     18          1.0000     1  1    330.3  1000.0    33.0     1.0 33027.2
     4     4           1.0000     1      5     5           1.0000*    1  1    693.7  1000.0    69.4     1.0 69371.7
     4     4           1.0000     1     14     14          1.0000*    1  1    104.4  1000.0    10.4     1.0 10443.6
     5     5           1.0000     1      6     6           1.0000*    1  1   1017.3  1000.0   101.7     1.0101725.6
     5     5           1.0000     1      8     8           1.0000*    1  1    340.1  1000.0    34.0     1.0 34011.8
     6     6           1.0000*    1      7     7           1.0000     1  1    543.3  1000.0    54.3     1.0 54331.1
     6     6           1.0000     1     11     11          1.0000*    1  1     87.1  1000.0     8.7     1.0  8712.1
     7     7           1.0000*    1      8     8           1.0000     1  1    296.7  1000.0    29.7     1.0 29670.7
     8     8           1.0000*    1      9     9           1.0000     1  1    114.3  1000.0    11.4     1.0 11429.9
     9     9           1.0000     1     39     39          1.0000*    1  1    144.9  1000.0    14.5     1.0 14490.6
    10     10          1.0000*    1     11     11          1.0000     1  1     33.8  1000.0     3.4     1.0  3380.0
    10     10          1.0000*    1     13     13          1.0000     1  1    657.8  1000.0    65.8     1.0 65781.2
    13     13          1.0000*    1     14     14          1.0000     1  1    682.1  1000.0    68.2     1.0 68211.8
    14     14          1.0000*    1     15     15          1.0000     1  1    581.2  1000.0    58.1     1.0 58123.5
    15     15          1.0000*    1     16     16          1.0000     1  1    304.7  1000.0    30.5     1.0 30465.6
    16     16          1.0000*    1     17     17          1.0000     1  1    266.1  1000.0    26.6     1.0 26607.3
    16     16          1.0000*    1     19     19          1.0000     1  1    564.6   500.0   112.9     1.0 56461.4
    16     16          1.0000     1     21     21          1.0000*    1  1    331.1   500.0    66.2     1.0 33106.9
    16     16          1.0000*    1     24     24          1.0000     1  1    110.1   500.0    22.0     1.0 11010.5
    17     17          1.0000     1     18     18          1.0000*    1  1    171.3   500.0    34.3     1.0 17131.7
    17     17          1.0000*    1     27     27          1.0000     1  1     96.5   500.0    19.3     1.0  9653.9
    21     21          1.0000     1     22     22          1.0000*    1  1    618.0   700.0    88.3     1.0 61802.3
    22     22          1.0000     1     23     23          1.0000*    1  1     75.4   500.0    15.1     1.0  7539.0
    23     23          1.0000*    1     24     24          1.0000     1  1    353.9   500.0    70.8     1.0 35386.6
    25     25          1.0000*    1     26     26          1.0000     1  1    186.8   500.0    37.4     1.0 18677.6
    26     26          1.0000*    1     27     27          1.0000     1  1    381.3   500.0    76.3     1.0 38127.1
    26     26          1.0000     1     28     28          1.0000*    1  1    151.5   500.0    30.3     1.0 15145.8
    26     26          1.0000     1     29     29          1.0000*    1  1    202.8   500.0    40.6     1.0 20279.5
    28     28          1.0000     1     29     29          1.0000*    1  1    351.1   500.0    70.2     1.0 35111.1
