from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,80.9,1000.0,8.1
1,,1.0000,39,,1.0000*,143.7,1000.0,14.4
2,,1.0000*,3,,1.0000,367.8,1000.0,36.8
2,,1.0000,25,,1.0000*,213.4,1000.0,21.3
3,,1.0000,4,,1.0000*,102.1,1000.0,10.2
3,,1.0000,18,,1.0000*,147.2,1000.0,14.7
4,,1.0000,5,,1.0000*,429.6,1000.0,43.0
4,,1.0000,14,,1.0000*,185.1,1000.0,18.5
5,,1.0000,6,,1.0000*,743.8,1000.0,74.4
5,,1.0000,8,,1.0000*,341.7,1000.0,34.2
6,,1.0000*,7,,1.0000,492.8,1000.0,49.3
6,,1.0000,11,,1.0000*,205.8,1000.0,20.6
7,,1.0000,8,,1.0000*,245.0,1000.0,24.5
8,,1.0000*,9,,1.0000,46.6,1000.0,4.7
9,,1.0000,39,,1.0000*,153.1,1000.0,15.3
10,,1.0000*,11,,1.0000,196.7,1000.0,19.7
10,,1.0000*,13,,1.0000,474.3,1000.0,47.4
13,,1.0000*,14,,1.0000,483.3,1000.0,48.3
14,,1.0000,15,,1.0000*,303.3,1000.0,30.3
15,,1.0000*,16,,1.0000,105.8,1000.0,10.6
16,,1.0000*,17,,1.0000,52.6,1000.0,5.3
16,,1.0000,19,,1.0000*,454.7,500.0,90.9
16,,1.0000,21,,1.0000*,101.7,500.0,20.3
16,,1.0000*,24,,1.0000,100.8,500.0,20.2
17,,1.0000*,18,,1.0000,22.9,500.0,4.6
17,,1.0000,27,,1.0000*,45.2,500.0,9.0
21,,1.0000,22,,1.0000*,700.3,500.0,140.1
22,,1.0000,23,,1.0000*,70.6,500.0,14.1
23,,1.0000*,24,,1.0000,267.8,500.0,53.6
25,,1.0000*,26,,1.0000,133.4,500.0,26.7
26,,1.0000,27,,1.0000*,325.4,500.0,65.1
26,,1.0000,28,,1.0000*,155.3,500.0,31.1
26,,1.0000,29,,1.0000*,206.5,500.0,41.3
28,,1.0000,29,,1.0000*,352.3,500.0,70.5
