NUMBER,PU,Angle
1,1.036644697189331,-0.1515011042356491
2,1.022361397743225,-0.09083147346973419
3,1.013587474822998,-0.18013650178909302
4,1.032118558883667,-0.2108730524778366
5,1.0559204816818237,-0.18488352000713348
6,1.0582045316696167,-0.17270079255104065
7,1.0453215837478638,-0.20658572018146515
8,1.0429483652114868,-0.2140747606754303
9,1.0475994348526,-0.19852492213249207
10,1.0449934005737305,-0.14345869421958923
11,1.0481925010681152,-0.15379033982753754
12,1.0313537120819092,-0.1571444571018219
13,1.0396755933761597,-0.15878617763519287
14,1.0303879976272583,-0.19577719271183014
15,1.0042918920516968,-0.25131896138191223
16,1.008011817932129,-0.24719808995723724
17,0.9908788204193115,-0.19588346779346466
18,0.9981629252433777,-0.1977851241827011
19,1.0410927534103394,-0.16511672735214233
20,0.9860913157463074,-0.19028036296367645
21,1.0074496269226074,-0.31331732869148254
22,1.0373501777648926,-0.20971564948558807
23,1.0343079566955566,-0.1974569410085678
24,1.0163240432739258,-0.255283921957016
25,1.0315182209014893,-0.026137206703424454
26,0.9354298710823059,0.0619148351252079
27,0.9451888799667358,-0.0850006639957428
28,0.906529426574707,0.41556084156036377
29,0.926995038986206,0.5647034049034119
30,1.0475001335144043,-0.04750834032893181
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.007642379496246576
33,0.9972000122070312,-0.07370256632566452
34,1.0123001337051392,-0.09949398040771484
35,1.049299955368042,-0.12207524478435516
36,1.0635000467300415,-0.05918983742594719
37,1.0277999639511108,0.09461890906095505
38,1.0,0.8783903121948242
39,1.0299999713897705,-0.18681921064853668
