NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,85.4679946899414,30-1 
31,1 ,750.0,0.0,1072.126220703125,800.0,-500.0,483.6365661621094,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,28.1715030670166,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,78.10155487060547,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,152.6983642578125,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,184.6164093017578,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,81.36377716064453,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-24.125011444091797,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,6.163956165313721,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-26.639747619628906,39-1 
