NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,113.14370727539062,30-1 
31,1 ,750.0,0.0,1587.607421875,800.0,-500.0,732.5283813476562,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,107.99138641357422,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,113.400390625,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,169.05455017089844,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,240.39971923828125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,107.8980941772461,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,3.905642032623291,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,26.281421661376953,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,16.1363582611084,39-1 
