from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,85.1,1000.0,8.5,1.0  8510.7
1,,1.0000,39,,1.0000*,128.6,1000.0,12.9,1.0 12855.7
2,,1.0000,3,,1.0000*,249.5,1000.0,25.0,1.0 24951.7
2,,1.0000,25,,1.0000*,89.4,1000.0,8.9,1.0  8937.6
3,,1.0000*,4,,1.0000,78.7,1000.0,7.9,1.0  7871.0
3,,1.0000,18,,1.0000*,204.4,1000.0,20.4,1.0 20438.7
4,,1.0000*,5,,1.0000,272.1,1000.0,27.2,1.0 27206.9
4,,1.0000,14,,1.0000*,369.4,1000.0,36.9,1.0 36942.3
5,,1.0000,6,,1.0000*,547.5,1000.0,54.8,1.0 54751.8
5,,1.0000,8,,1.0000*,351.0,1000.0,35.1,1.0 35096.6
6,,1.0000*,7,,1.0000,469.4,1000.0,46.9,1.0 46941.6
6,,1.0000,11,,1.0000*,412.3,1000.0,41.2,1.0 41232.1
7,,1.0000,8,,1.0000*,221.6,1000.0,22.2,1.0 22161.5
8,,1.0000*,9,,1.0000,50.8,1000.0,5.1,1.0  5077.8
9,,1.0000,39,,1.0000*,134.4,1000.0,13.4,1.0 13438.3
10,,1.0000*,11,,1.0000,391.7,1000.0,39.2,1.0 39172.7
10,,1.0000,13,,1.0000*,302.7,1000.0,30.3,1.0 30269.2
13,,1.0000,14,,1.0000*,285.2,1000.0,28.5,1.0 28515.2
14,,1.0000,15,,1.0000*,227.2,1000.0,22.7,1.0 22719.0
15,,1.0000,16,,1.0000*,420.4,1000.0,42.0,1.0 42036.6
16,,1.0000,17,,1.0000*,1040.6,1000.0,104.1,1.0104057.8
16,,1.0000,19,,1.0000*,506.5,500.0,101.3,1.0 50647.1
16,,1.0000*,21,,1.0000,864.9,500.0,173.0,1.0 86487.4
16,,1.0000*,24,,1.0000,502.2,500.0,100.4,1.0 50224.8
17,,1.0000*,18,,1.0000,272.6,500.0,54.5,1.0 27257.0
17,,1.0000*,27,,1.0000,817.4,500.0,163.5,1.0 81738.4
21,,1.0000,22,,1.0000*,1147.6,500.0,229.5,1.0114765.0
22,,1.0000*,23,,1.0000,602.8,500.0,120.6,1.0 60279.5
23,,1.0000,24,,1.0000*,822.6,500.0,164.5,1.0 82258.5
25,,1.0000,26,,1.0000*,293.1,500.0,58.6,1.0 29310.5
26,,1.0000*,27,,1.0000,506.5,500.0,101.3,1.0 50647.0
26,,1.0000*,28,,1.0000,152.4,500.0,30.5,1.0 15243.8
26,,1.0000*,29,,1.0000,199.2,500.0,39.8,1.0 19919.0
28,,1.0000,29,,1.0000*,349.6,500.0,69.9,1.0 34958.0
