NUMBER,PU,Angle
1,1.050606369972229,-0.5134521126747131
2,1.052777647972107,-0.5255022644996643
3,1.0349169969558716,-0.554013192653656
4,1.0278242826461792,-0.47413620352745056
5,1.0411913394927979,-0.3915010392665863
6,1.0425864458084106,-0.36651933193206787
7,1.030005931854248,-0.41309455037117004
8,1.0280500650405884,-0.42673856019973755
9,1.0401536226272583,-0.4739268124103546
10,1.0364596843719482,-0.3641205132007599
11,1.0374137163162231,-0.3656938076019287
12,1.0217938423156738,-0.3779737055301666
13,1.0319278240203857,-0.38854947686195374
14,1.0265024900436401,-0.4490491449832916
15,1.0154051780700684,-0.5377404689788818
16,1.0263367891311646,-0.5483373403549194
17,1.0207113027572632,-0.5990297794342041
18,1.0246367454528809,-0.5892967581748962
19,1.047832727432251,-0.4673013985157013
20,0.9897695779800415,-0.4920636713504791
21,1.0279330015182495,-0.5060477256774902
22,1.0477453470230103,-0.42805829644203186
23,1.042667269706726,-0.4315304756164551
24,1.0323554277420044,-0.5462518334388733
25,1.0439239740371704,-0.5272667407989502
26,1.0274102687835693,-0.6409915089607239
27,1.0069398880004883,-0.7202920317649841
28,1.0373547077178955,-0.578399121761322
29,1.0411832332611084,-0.529560387134552
30,1.0475000143051147,-0.4834316074848175
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.22717905044555664
33,0.9972000122070312,-0.37615856528282166
34,1.0123000144958496,-0.401429146528244
35,1.049299955368042,-0.3412896394729614
36,1.0635000467300415,-0.294229120016098
37,1.0277999639511108,-0.40764176845550537
38,1.0264999866485596,-0.40567418932914734
39,1.0299999713897705,-0.5053055286407471
