from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,137.8,1000.0,13.8,1.0 13780.8
1,,1.0000,39,,1.0000*,137.3,1000.0,13.7,1.0 13733.8
2,,1.0000*,3,,1.0000,469.3,1000.0,46.9,1.0 46927.7
2,,1.0000,25,,1.0000*,453.4,1000.0,45.3,1.0 45339.7
3,,1.0000*,4,,1.0000,100.9,1000.0,10.1,1.0 10091.2
3,,1.0000,18,,1.0000*,167.3,1000.0,16.7,1.0 16729.2
4,,1.0000*,5,,1.0000,288.5,1000.0,28.9,1.0 28853.7
4,,1.0000,14,,1.0000*,232.9,1000.0,23.3,1.0 23285.3
5,,1.0000,6,,1.0000*,547.6,1000.0,54.8,1.0 54761.9
5,,1.0000,8,,1.0000*,328.7,1000.0,32.9,1.0 32866.2
6,,1.0000*,7,,1.0000,450.2,1000.0,45.0,1.0 45021.9
6,,1.0000,11,,1.0000*,333.7,1000.0,33.4,1.0 33365.7
7,,1.0000,8,,1.0000*,202.4,1000.0,20.2,1.0 20244.2
8,,1.0000*,9,,1.0000,32.5,1000.0,3.2,1.0  3247.1
9,,1.0000,39,,1.0000*,140.3,1000.0,14.0,1.0 14029.0
10,,1.0000*,11,,1.0000,319.1,1000.0,31.9,1.0 31911.3
10,,1.0000,13,,1.0000*,358.5,1000.0,35.9,1.0 35851.0
13,,1.0000,14,,1.0000*,350.0,1000.0,35.0,1.0 35004.7
14,,1.0000,15,,1.0000*,165.9,1000.0,16.6,1.0 16591.5
15,,1.0000*,16,,1.0000,208.5,1000.0,20.8,1.0 20847.0
16,,1.0000,17,,1.0000*,355.6,1000.0,35.6,1.0 35560.3
16,,1.0000,19,,1.0000*,469.7,500.0,93.9,1.0 46974.6
16,,1.0000,21,,1.0000*,330.5,500.0,66.1,1.0 33049.2
16,,1.0000*,24,,1.0000,130.1,500.0,26.0,1.0 13013.7
17,,1.0000*,18,,1.0000,122.3,500.0,24.5,1.0 12227.6
17,,1.0000*,27,,1.0000,398.4,500.0,79.7,1.0 39837.2
21,,1.0000,22,,1.0000*,625.8,500.0,125.2,1.0 62580.3
22,,1.0000,23,,1.0000*,76.9,500.0,15.4,1.0  7685.2
23,,1.0000*,24,,1.0000,355.0,500.0,71.0,1.0 35495.4
25,,1.0000,26,,1.0000*,323.5,500.0,64.7,1.0 32345.8
26,,1.0000,27,,1.0000*,1076.9,500.0,215.4,1.0107692.1
26,,1.0000*,28,,1.0000,625.8,500.0,125.2,1.0 62584.1
26,,1.0000,29,,1.0000*,680.3,500.0,136.1,1.0 68028.3
28,,1.0000,29,,1.0000*,844.6,500.0,168.9,1.0 84457.3
