NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,141.49485778808594,30-1 
31,1 ,750.0,0.0,646.065673828125,800.0,-500.0,438.0059814453125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,69.52747344970703,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,360.6661682128906,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,197.01170349121094,34-1 
34,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,34-2 
35,1 ,750.0,0.0,650.0,800.0,-500.0,298.2684020996094,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,149.8643798828125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,55.691741943359375,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,92.94412994384766,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,0.22978779673576355,39-1 
