Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:11
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     98.0  1000.0     9.8     1.0  9802.0
     1     1           1.0000     1     39     39          1.0000*    1  1    147.2  1000.0    14.7     1.0 14716.1
     2     2           1.0000*    1      3     3           1.0000     1  1    368.4  1000.0    36.8     1.0 36843.6
     2     2           1.0000     1     25     25          1.0000*    1  1    260.7  1000.0    26.1     1.0 26072.4
     3     3           1.0000*    1      4     4           1.0000     1  1     39.6  1000.0     4.0     1.0  3959.0
     3     3           1.0000     1     18     18          1.0000*    1  1     93.8  1000.0     9.4     1.0  9375.1
     4     4           1.0000*    1      5     5           1.0000     1  1    302.0  1000.0    30.2     1.0 30204.5
     4     4           1.0000     1     14     14          1.0000*    1  1    245.7  1000.0    24.6     1.0 24566.1
     5     5           1.0000     1      6     6           1.0000*    1  1    601.6  1000.0    60.2     1.0 60159.0
     5     5           1.0000     1      8     8           1.0000*    1  1    341.2  1000.0    34.1     1.0 34121.9
     6     6           1.0000*    1      7     7           1.0000     1  1    467.5  1000.0    46.8     1.0 46753.7
     6     6           1.0000     1     11     11          1.0000*    1  1    311.0  1000.0    31.1     1.0 31099.1
     7     7           1.0000     1      8     8           1.0000*    1  1    219.7  1000.0    22.0     1.0 21965.8
     8     8           1.0000     1      9     9           1.0000*    1  1     28.7  1000.0     2.9     1.0  2869.8
     9     9           1.0000     1     39     39          1.0000*    1  1    153.7  1000.0    15.4     1.0 15372.4
    10     10          1.0000*    1     11     11          1.0000     1  1    298.5  1000.0    29.9     1.0 29853.8
    10     10          1.0000*    1     13     13          1.0000     1  1    372.2  1000.0    37.2     1.0 37217.4
    13     13          1.0000*    1     14     14          1.0000     1  1    370.0  1000.0    37.0     1.0 36997.3
    14     14          1.0000     1     15     15          1.0000*    1  1    153.8  1000.0    15.4     1.0 15378.6
    15     15          1.0000*    1     16     16          1.0000     1  1    204.4  1000.0    20.4     1.0 20439.3
    16     16          1.0000*    1     17     17          1.0000     1  1    300.4  1000.0    30.0     1.0 30036.6
    16     16          1.0000     1     19     19          1.0000*    1  1    455.7   500.0    91.1     1.0 45574.4
    16     16          1.0000     1     21     21          1.0000*    1  1    333.4   500.0    66.7     1.0 33344.8
    16     16          1.0000*    1     24     24          1.0000     1  1     96.7   500.0    19.3     1.0  9672.1
    17     17          1.0000*    1     18     18          1.0000     1  1    105.5   500.0    21.1     1.0 10549.1
    17     17          1.0000     1     27     27          1.0000*    1  1    224.6   500.0    44.9     1.0 22456.8
    21     21          1.0000     1     22     22          1.0000*    1  1    613.9   500.0   122.8     1.0 61395.0
    22     22          1.0000     1     23     23          1.0000*    1  1     74.4   500.0    14.9     1.0  7441.1
    23     23          1.0000*    1     24     24          1.0000     1  1    354.0   500.0    70.8     1.0 35402.7
    25     25          1.0000     1     26     26          1.0000*    1  1    141.8   500.0    28.4     1.0 14184.7
    26     26          1.0000*    1     27     27          1.0000     1  1    578.9   500.0   115.8     1.0 57894.9
    26     26          1.0000     1     28     28          1.0000*    1  1    298.2   500.0    59.6     1.0 29818.1
    26     26          1.0000     1     29     29          1.0000*    1  1    347.4   500.0    69.5     1.0 34741.2
    28     28          1.0000     1     29     29          1.0000*    1  1    498.4   500.0    99.7     1.0 49840.6
