from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,196.7,1000.0,19.7,1.0,19673.7
1,,1.0000,39,,1.0000*,191.7,1000.0,19.2,1.0,19170.1
2,,1.0000*,3,,1.0000,854.9,1000.0,85.5,1.0,85486.8
2,,1.0000*,25,,1.0000,224.9,1000.0,22.5,1.0,22494.9
3,,1.0000*,4,,1.0000,173.4,1000.0,17.3,1.0,17338.0
3,,1.0000*,18,,1.0000,383.2,1000.0,38.3,1.0,38316.9
4,,1.0000*,5,,1.0000,257.3,1000.0,25.7,1.0,25726.1
4,,1.0000,14,,1.0000*,165.2,1000.0,16.5,1.0,16522.1
5,,1.0000,6,,1.0000*,481.1,1000.0,48.1,1.0,48106.1
5,,1.0000,8,,1.0000*,303.5,1000.0,30.4,1.0,30353.4
6,,1.0000*,7,,1.0000,416.1,1000.0,41.6,1.0,41610.8
6,,1.0000,11,,1.0000*,325.5,1000.0,32.5,1.0,32546.2
7,,1.0000,8,,1.0000*,168.7,1000.0,16.9,1.0,16872.7
8,,1.0000,9,,1.0000*,80.4,1000.0,8.0,1.0,8043.0
9,,1.0000,39,,1.0000*,167.3,1000.0,16.7,1.0,16728.0
10,,1.0000*,11,,1.0000,311.4,1000.0,31.1,1.0,31144.0
10,,1.0000,13,,1.0000*,363.4,1000.0,36.3,1.0,36341.0
13,,1.0000*,14,,1.0000,357.4,1000.0,35.7,1.0,35737.6
14,,1.0000,15,,1.0000*,210.3,1000.0,21.0,1.0,21030.1
15,,1.0000*,16,,1.0000,144.4,1000.0,14.4,1.0,14439.9
16,,1.0000*,17,,1.0000,375.3,1000.0,37.5,1.0,37530.7
16,,1.0000,19,,1.0000*,460.6,500.0,92.1,1.0,46057.5
16,,1.0000,21,,1.0000*,330.8,500.0,66.2,1.0,33079.5
16,,1.0000*,24,,1.0000,112.7,500.0,22.5,1.0,11271.2
17,,1.0000,18,,1.0000*,223.9,500.0,44.8,1.0,22389.1
17,,1.0000*,27,,1.0000,592.8,500.0,118.6,1.0,59282.9
21,,1.0000,22,,1.0000*,618.9,500.0,123.8,1.0,61892.2
22,,1.0000,23,,1.0000*,75.6,500.0,15.1,1.0,7558.1
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35391.9
25,,1.0000*,26,,1.0000,523.1,500.0,104.6,1.0,52313.4
26,,1.0000*,27,,1.0000,708.9,500.0,141.8,1.0,70891.3
26,,1.0000*,28,,1.0000,153.4,500.0,30.7,1.0,15340.3
26,,1.0000*,29,,1.0000,199.9,500.0,40.0,1.0,19990.6
28,,1.0000,29,,1.0000*,349.7,500.0,69.9,1.0,34965.1
