NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,262.8706359863281,30-1 
31,1 ,750.0,0.0,693.895263671875,800.0,-500.0,444.6982727050781,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,65.38335418701172,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,152.05575561523438,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,186.96827697753906,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,259.5284118652344,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,127.8946533203125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,132.45957946777344,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,537.5054321289062,38-1 
38,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,38-2 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,37.33844757080078,39-1 
