from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,68.4,1000.0,6.8
1,,1.0000,39,,1.0000*,138.2,1000.0,13.8
2,,1.0000,3,,1.0000*,292.5,1000.0,29.2
2,,1.0000,25,,1.0000*,127.9,1000.0,12.8
3,,1.0000,4,,1.0000*,159.3,1000.0,15.9
3,,1.0000,18,,1.0000*,136.1,1000.0,13.6
4,,1.0000,5,,1.0000*,436.0,1000.0,43.6
4,,1.0000,14,,1.0000*,236.4,1000.0,23.6
5,,1.0000,6,,1.0000*,758.5,1000.0,75.8
5,,1.0000,8,,1.0000*,349.4,1000.0,34.9
6,,1.0000*,7,,1.0000,502.4,1000.0,50.2
6,,1.0000,11,,1.0000*,222.8,1000.0,22.3
7,,1.0000,8,,1.0000*,254.5,1000.0,25.5
8,,1.0000*,9,,1.0000,64.5,1000.0,6.5
9,,1.0000,39,,1.0000*,155.7,1000.0,15.6
10,,1.0000*,11,,1.0000,214.4,1000.0,21.4
10,,1.0000*,13,,1.0000,454.9,1000.0,45.5
13,,1.0000*,14,,1.0000,461.6,1000.0,46.2
14,,1.0000,15,,1.0000*,234.8,1000.0,23.5
15,,1.0000*,16,,1.0000,130.1,1000.0,13.0
16,,1.0000*,17,,1.0000,402.1,1000.0,40.2
16,,1.0000,19,,1.0000*,455.2,500.0,91.0
16,,1.0000,21,,1.0000*,334.3,500.0,66.9
16,,1.0000*,24,,1.0000,93.3,500.0,18.7
17,,1.0000*,18,,1.0000,50.1,500.0,10.0
17,,1.0000*,27,,1.0000,366.6,500.0,73.3
21,,1.0000,22,,1.0000*,613.1,500.0,122.6
22,,1.0000,23,,1.0000*,74.2,500.0,14.8
23,,1.0000*,24,,1.0000,354.2,500.0,70.8
25,,1.0000*,26,,1.0000,228.6,500.0,45.7
26,,1.0000*,27,,1.0000,422.2,500.0,84.4
26,,1.0000,28,,1.0000*,151.5,500.0,30.3
26,,1.0000,29,,1.0000*,202.8,500.0,40.6
28,,1.0000,29,,1.0000*,351.1,500.0,70.2
