from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,56.4,1000.0,5.6,1.0  5639.9
1,,1.0000,39,,1.0000*,129.8,1000.0,13.0,1.0 12977.3
2,,1.0000,3,,1.0000*,243.2,1000.0,24.3,1.0 24318.9
2,,1.0000,25,,1.0000*,90.4,1000.0,9.0,1.0  9037.0
3,,1.0000,4,,1.0000*,399.6,1000.0,40.0,1.0 39957.4
3,,1.0000,18,,1.0000*,292.1,1000.0,29.2,1.0 29207.0
4,,1.0000,5,,1.0000*,701.3,1000.0,70.1,1.0 70131.1
4,,1.0000,14,,1.0000*,205.8,1000.0,20.6,1.0 20578.0
5,,1.0000,6,,1.0000*,1042.1,1000.0,104.2,1.0104213.7
5,,1.0000*,8,,1.0000,357.1,1000.0,35.7,1.0 35710.6
6,,1.0000*,7,,1.0000,562.7,1000.0,56.3,1.0 56272.2
6,,1.0000,11,,1.0000*,73.6,1000.0,7.4,1.0  7355.1
7,,1.0000*,8,,1.0000,316.0,1000.0,31.6,1.0 31600.3
8,,1.0000*,9,,1.0000,149.0,1000.0,14.9,1.0 14895.2
9,,1.0000,39,,1.0000*,167.5,1000.0,16.7,1.0 16745.3
10,,1.0000*,11,,1.0000,47.7,1000.0,4.8,1.0  4774.2
10,,1.0000*,13,,1.0000,615.6,1000.0,61.6,1.0 61563.9
13,,1.0000*,14,,1.0000,635.8,1000.0,63.6,1.0 63578.9
14,,1.0000*,15,,1.0000,428.7,1000.0,42.9,1.0 42874.5
15,,1.0000*,16,,1.0000,172.3,1000.0,17.2,1.0 17226.5
16,,1.0000*,17,,1.0000,599.6,1000.0,60.0,1.0 59957.3
16,,1.0000,19,,1.0000*,461.3,500.0,92.3,1.0 46125.7
16,,1.0000,21,,1.0000*,330.7,500.0,66.1,1.0 33065.5
16,,1.0000*,24,,1.0000,114.3,500.0,22.9,1.0 11432.9
17,,1.0000*,18,,1.0000,134.8,500.0,27.0,1.0 13480.2
17,,1.0000*,27,,1.0000,725.9,500.0,145.2,1.0 72594.2
21,,1.0000,22,,1.0000*,619.5,700.0,88.5,1.0 61949.6
22,,1.0000,23,,1.0000*,75.7,500.0,15.1,1.0  7569.8
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0 35396.5
25,,1.0000*,26,,1.0000,380.6,500.0,76.1,1.0 38060.4
26,,1.0000*,27,,1.0000,576.6,500.0,115.3,1.0 57655.2
26,,1.0000*,28,,1.0000,148.2,500.0,29.6,1.0 14821.0
26,,1.0000*,29,,1.0000,196.1,500.0,39.2,1.0 19607.1
28,,1.0000,29,,1.0000*,349.6,500.0,69.9,1.0 34960.2
