from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,250.0,1000.0,25.0,1.0 24998.5
1,,1.0000,39,,1.0000*,254.3,1000.0,25.4,1.0 25426.1
2,,1.0000,3,,1.0000*,354.3,1000.0,35.4,1.0 35432.1
2,,1.0000,25,,1.0000*,364.7,1000.0,36.5,1.0 36467.7
3,,1.0000*,4,,1.0000,385.2,1000.0,38.5,1.0 38524.1
3,,1.0000,18,,1.0000*,386.2,1000.0,38.6,1.0 38617.3
4,,1.0000*,5,,1.0000,341.3,1000.0,34.1,1.0 34125.2
4,,1.0000,14,,1.0000*,426.5,1000.0,42.6,1.0 42645.6
5,,1.0000*,6,,1.0000,335.0,1000.0,33.5,1.0 33499.9
5,,1.0000*,8,,1.0000,645.8,1000.0,64.6,1.0 64577.0
6,,1.0000*,7,,1.0000,1008.1,1000.0,100.8,1.0100812.2
6,,1.0000*,11,,1.0000,688.9,1000.0,68.9,1.0 68891.3
7,,1.0000,8,,1.0000*,249.3,1000.0,24.9,1.0 24930.1
8,,1.0000*,9,,1.0000,149.4,1000.0,14.9,1.0 14937.0
9,,1.0000,39,,1.0000*,172.1,1000.0,17.2,1.0 17208.9
10,,1.0000*,11,,1.0000,651.5,1000.0,65.2,1.0 65150.6
10,,1.0000,13,,1.0000*,126.2,1000.0,12.6,1.0 12616.6
13,,1.0000,14,,1.0000*,111.1,1000.0,11.1,1.0 11107.6
14,,1.0000*,15,,1.0000,482.7,1000.0,48.3,1.0 48274.4
15,,1.0000,16,,1.0000*,787.4,1000.0,78.7,1.0 78742.5
16,,1.0000,17,,1.0000*,670.0,1000.0,67.0,1.0 67004.6
16,,1.0000,19,,1.0000*,1433.2,500.0,286.6,1.0143317.7
16,,1.0000*,21,,1.0000,333.0,500.0,66.6,1.0 33297.1
16,,1.0000*,24,,1.0000,145.3,500.0,29.1,1.0 14533.7
17,,1.0000*,18,,1.0000,534.7,500.0,106.9,1.0 53472.9
17,,1.0000*,27,,1.0000,151.2,500.0,30.2,1.0 15118.0
21,,1.0000,22,,1.0000*,633.1,500.0,126.6,1.0 63306.0
22,,1.0000,23,,1.0000*,78.0,500.0,15.6,1.0  7796.9
23,,1.0000*,24,,1.0000,356.8,500.0,71.4,1.0 35683.0
25,,1.0000,26,,1.0000*,77.4,500.0,15.5,1.0  7736.0
26,,1.0000,27,,1.0000*,212.2,500.0,42.4,1.0 21217.2
26,,1.0000,28,,1.0000*,149.1,500.0,29.8,1.0 14910.5
26,,1.0000,29,,1.0000*,200.5,500.0,40.1,1.0 20048.3
28,,1.0000,29,,1.0000*,350.5,500.0,70.1,1.0 35048.2
