NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,120.20867919921875,30-1 
31,1 ,750.0,0.0,595.3038940429688,800.0,-500.0,534.7234497070312,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,194.20822143554688,32-1 
32,2 ,400.0,0.0,1000.0,300.0,0.0,298.7818603515625,32-2 
33,1 ,750.0,0.0,632.0,800.0,-500.0,94.46763610839844,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,160.2816925048828,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,194.87266540527344,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,91.22869110107422,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-16.53498649597168,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,12.504447937011719,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,45.109703063964844,39-1 
