from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,253.5,1000.0,25.3,1.0 25345.2
1,,1.0000,39,,1.0000*,254.8,1000.0,25.5,1.0 25483.2
2,,1.0000,3,,1.0000*,362.8,1000.0,36.3,1.0 36279.8
2,,1.0000,25,,1.0000*,366.4,1000.0,36.6,1.0 36639.0
3,,1.0000*,4,,1.0000,389.3,1000.0,38.9,1.0 38932.6
3,,1.0000,18,,1.0000*,398.5,1000.0,39.8,1.0 39849.7
4,,1.0000*,5,,1.0000,352.5,1000.0,35.2,1.0 35249.4
4,,1.0000,14,,1.0000*,428.2,1000.0,42.8,1.0 42815.5
5,,1.0000*,6,,1.0000,332.8,1000.0,33.3,1.0 33275.2
5,,1.0000*,8,,1.0000,644.0,1000.0,64.4,1.0 64402.9
6,,1.0000*,7,,1.0000,1006.5,1000.0,100.6,1.0100648.3
6,,1.0000*,11,,1.0000,693.8,1000.0,69.4,1.0 69376.6
7,,1.0000,8,,1.0000*,250.7,1000.0,25.1,1.0 25067.2
8,,1.0000*,9,,1.0000,154.2,1000.0,15.4,1.0 15418.1
9,,1.0000,39,,1.0000*,169.8,1000.0,17.0,1.0 16978.4
10,,1.0000*,11,,1.0000,655.3,1000.0,65.5,1.0 65533.0
10,,1.0000,13,,1.0000*,149.2,1000.0,14.9,1.0 14915.2
13,,1.0000,14,,1.0000*,134.7,1000.0,13.5,1.0 13469.6
14,,1.0000*,15,,1.0000,498.7,1000.0,49.9,1.0 49869.1
15,,1.0000,16,,1.0000*,791.4,1000.0,79.1,1.0 79141.9
16,,1.0000,17,,1.0000*,689.3,1000.0,68.9,1.0 68930.0
16,,1.0000,19,,1.0000*,502.7,500.0,100.5,1.0 50266.1
16,,1.0000*,21,,1.0000,865.9,500.0,173.2,1.0 86592.5
16,,1.0000*,24,,1.0000,503.3,500.0,100.7,1.0 50325.3
17,,1.0000,18,,1.0000*,542.8,500.0,108.6,1.0 54282.7
17,,1.0000*,27,,1.0000,166.3,500.0,33.3,1.0 16633.1
21,,1.0000,22,,1.0000*,1146.6,500.0,229.3,1.0114661.6
22,,1.0000*,23,,1.0000,602.4,500.0,120.5,1.0 60237.2
23,,1.0000,24,,1.0000*,823.6,500.0,164.7,1.0 82362.1
25,,1.0000,26,,1.0000*,87.9,500.0,17.6,1.0  8788.9
26,,1.0000,27,,1.0000*,224.7,500.0,44.9,1.0 22468.5
26,,1.0000,28,,1.0000*,147.1,500.0,29.4,1.0 14708.6
26,,1.0000,29,,1.0000*,198.4,500.0,39.7,1.0 19842.6
28,,1.0000,29,,1.0000*,350.0,500.0,70.0,1.0 35001.1
