from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,250.6,1000.0,25.1,1.0 25059.3
1,,1.0000,39,,1.0000*,255.1,1000.0,25.5,1.0 25512.7
2,,1.0000,3,,1.0000*,353.3,1000.0,35.3,1.0 35326.2
2,,1.0000,25,,1.0000*,365.5,1000.0,36.5,1.0 36548.1
3,,1.0000*,4,,1.0000,388.1,1000.0,38.8,1.0 38807.9
3,,1.0000,18,,1.0000*,387.8,1000.0,38.8,1.0 38785.0
4,,1.0000*,5,,1.0000,344.3,1000.0,34.4,1.0 34433.3
4,,1.0000,14,,1.0000*,427.8,1000.0,42.8,1.0 42775.1
5,,1.0000*,6,,1.0000,330.6,1000.0,33.1,1.0 33061.8
5,,1.0000*,8,,1.0000,645.9,1000.0,64.6,1.0 64591.0
6,,1.0000*,7,,1.0000,1007.4,1000.0,100.7,1.0100737.7
6,,1.0000*,11,,1.0000,691.9,1000.0,69.2,1.0 69193.6
7,,1.0000,8,,1.0000*,250.1,1000.0,25.0,1.0 25009.7
8,,1.0000*,9,,1.0000,149.7,1000.0,15.0,1.0 14969.4
9,,1.0000,39,,1.0000*,173.2,1000.0,17.3,1.0 17322.2
10,,1.0000*,11,,1.0000,654.3,1000.0,65.4,1.0 65431.1
10,,1.0000,13,,1.0000*,123.5,1000.0,12.3,1.0 12347.4
13,,1.0000,14,,1.0000*,109.4,1000.0,10.9,1.0 10942.4
14,,1.0000*,15,,1.0000,485.7,1000.0,48.6,1.0 48573.7
15,,1.0000,16,,1.0000*,792.4,1000.0,79.2,1.0 79238.6
16,,1.0000,17,,1.0000*,671.9,1000.0,67.2,1.0 67190.3
16,,1.0000,19,,1.0000*,1443.2,500.0,288.6,1.0144322.7
16,,1.0000*,21,,1.0000,332.2,500.0,66.4,1.0 33224.8
16,,1.0000*,24,,1.0000,142.0,500.0,28.4,1.0 14201.4
17,,1.0000*,18,,1.0000,537.1,500.0,107.4,1.0 53711.5
17,,1.0000*,27,,1.0000,150.0,500.0,30.0,1.0 15003.5
21,,1.0000,22,,1.0000*,631.4,500.0,126.3,1.0 63137.3
22,,1.0000,23,,1.0000*,77.7,500.0,15.5,1.0  7772.4
23,,1.0000*,24,,1.0000,356.3,500.0,71.3,1.0 35634.2
25,,1.0000,26,,1.0000*,76.4,500.0,15.3,1.0  7637.0
26,,1.0000,27,,1.0000*,209.8,500.0,42.0,1.0 20975.8
26,,1.0000,28,,1.0000*,149.4,500.0,29.9,1.0 14941.5
26,,1.0000,29,,1.0000*,200.8,500.0,40.2,1.0 20079.2
28,,1.0000,29,,1.0000*,350.6,500.0,70.1,1.0 35056.0
