from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,296.2,1000.0,29.6,1.0,29620.3
1,,1.0000*,39,,1.0000,285.2,1000.0,28.5,1.0,28517.1
2,,1.0000*,3,,1.0000,578.5,1000.0,57.8,1.0,57848.4
2,,1.0000,25,,1.0000*,721.2,1000.0,72.1,1.0,72123.2
3,,1.0000,4,,1.0000*,475.8,1000.0,47.6,1.0,47584.4
3,,1.0000,18,,1.0000*,239.5,1000.0,24.0,1.0,23950.4
4,,1.0000*,5,,1.0000,323.6,1000.0,32.4,1.0,32364.7
4,,1.0000,14,,1.0000*,306.2,1000.0,30.6,1.0,30620.1
5,,1.0000*,6,,1.0000,349.9,1000.0,35.0,1.0,34992.2
5,,1.0000*,8,,1.0000,623.1,1000.0,62.3,1.0,62314.2
6,,1.0000*,7,,1.0000,992.8,1000.0,99.3,1.0,99277.4
6,,1.0000*,11,,1.0000,611.3,1000.0,61.1,1.0,61128.8
7,,1.0000,8,,1.0000*,265.2,1000.0,26.5,1.0,26518.1
8,,1.0000*,9,,1.0000,184.4,1000.0,18.4,1.0,18436.7
9,,1.0000,39,,1.0000*,202.0,1000.0,20.2,1.0,20201.8
10,,1.0000*,11,,1.0000,582.3,1000.0,58.2,1.0,58230.1
10,,1.0000,13,,1.0000*,134.3,1000.0,13.4,1.0,13428.3
13,,1.0000,14,,1.0000*,102.4,1000.0,10.2,1.0,10242.0
14,,1.0000,15,,1.0000*,289.6,1000.0,29.0,1.0,28962.5
15,,1.0000,16,,1.0000*,591.1,1000.0,59.1,1.0,59106.8
16,,1.0000,17,,1.0000*,235.3,1000.0,23.5,1.0,23525.0
16,,1.0000,19,,1.0000*,474.0,500.0,94.8,1.0,47397.6
16,,1.0000*,21,,1.0000,331.2,500.0,66.2,1.0,33120.8
16,,1.0000*,24,,1.0000,136.4,500.0,27.3,1.0,13635.9
17,,1.0000*,18,,1.0000,383.8,500.0,76.8,1.0,38383.4
17,,1.0000*,27,,1.0000,551.8,500.0,110.4,1.0,55182.3
21,,1.0000,22,,1.0000*,628.6,500.0,125.7,1.0,62863.2
22,,1.0000,23,,1.0000*,77.3,500.0,15.5,1.0,7730.8
23,,1.0000*,24,,1.0000,355.6,500.0,71.1,1.0,35561.2
25,,1.0000*,26,,1.0000,463.1,500.0,92.6,1.0,46306.3
26,,1.0000,27,,1.0000*,780.4,500.0,156.1,1.0,78036.0
26,,1.0000*,28,,1.0000,628.8,500.0,125.8,1.0,62882.5
26,,1.0000,29,,1.0000*,679.4,500.0,135.9,1.0,67937.4
28,,1.0000,29,,1.0000*,842.6,500.0,168.5,1.0,84259.2
