NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,110.33577728271484,30-1 
31,1 ,750.0,0.0,1580.312255859375,800.0,-500.0,752.78125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,100.569091796875,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,86.9757080078125,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,156.81021118164062,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,186.4652862548828,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,86.46099853515625,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-20.465463638305664,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,9.28406047821045,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,34.73551559448242,39-1 
