from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,254.5,1000.0,25.5,1.0 25450.6
1,,1.0000,39,,1.0000*,256.2,1000.0,25.6,1.0 25618.1
2,,1.0000,3,,1.0000*,361.2,1000.0,36.1,1.0 36121.4
2,,1.0000,25,,1.0000*,367.7,1000.0,36.8,1.0 36769.5
3,,1.0000*,4,,1.0000,393.8,1000.0,39.4,1.0 39384.3
3,,1.0000,18,,1.0000*,401.2,1000.0,40.1,1.0 40116.4
4,,1.0000*,5,,1.0000,357.5,1000.0,35.7,1.0 35749.9
4,,1.0000,14,,1.0000*,430.2,1000.0,43.0,1.0 43016.1
5,,1.0000*,6,,1.0000,325.9,1000.0,32.6,1.0 32592.4
5,,1.0000*,8,,1.0000,644.2,1000.0,64.4,1.0 64416.7
6,,1.0000*,7,,1.0000,1005.3,1000.0,100.5,1.0100527.0
6,,1.0000*,11,,1.0000,698.6,1000.0,69.9,1.0 69859.2
7,,1.0000,8,,1.0000*,251.9,1000.0,25.2,1.0 25194.9
8,,1.0000*,9,,1.0000,154.8,1000.0,15.5,1.0 15482.0
9,,1.0000,39,,1.0000*,171.4,1000.0,17.1,1.0 17142.3
10,,1.0000*,11,,1.0000,659.8,1000.0,66.0,1.0 65978.4
10,,1.0000,13,,1.0000*,146.1,1000.0,14.6,1.0 14607.5
13,,1.0000,14,,1.0000*,133.0,1000.0,13.3,1.0 13300.2
14,,1.0000*,15,,1.0000,503.5,1000.0,50.3,1.0 50346.2
15,,1.0000,16,,1.0000*,799.0,1000.0,79.9,1.0 79897.8
16,,1.0000,17,,1.0000*,692.3,1000.0,69.2,1.0 69229.8
16,,1.0000,19,,1.0000*,498.2,500.0,99.6,1.0 49818.9
16,,1.0000*,21,,1.0000,990.2,500.0,198.0,1.0 99019.4
16,,1.0000,24,,1.0000*,393.5,500.0,78.7,1.0 39350.9
17,,1.0000*,18,,1.0000,546.5,500.0,109.3,1.0 54651.0
17,,1.0000*,27,,1.0000,164.9,500.0,33.0,1.0 16490.3
21,,1.0000,22,,1.0000*,1256.3,500.0,251.3,1.0125629.0
22,,1.0000*,23,,1.0000,414.5,500.0,82.9,1.0 41454.5
23,,1.0000*,24,,1.0000,714.0,500.0,142.8,1.0 71399.6
25,,1.0000,26,,1.0000*,86.8,500.0,17.4,1.0  8676.4
26,,1.0000,27,,1.0000*,221.3,500.0,44.3,1.0 22131.0
26,,1.0000,28,,1.0000*,147.4,500.0,29.5,1.0 14742.1
26,,1.0000,29,,1.0000*,198.8,500.0,39.8,1.0 19877.4
28,,1.0000,29,,1.0000*,350.1,500.0,70.0,1.0 35008.4
