NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,199.1800994873047,30-1 
31,1 ,750.0,0.0,650.1195678710938,800.0,-500.0,553.2256469726562,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,158.9792022705078,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,222.27838134765625,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,219.5158233642578,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,627.8468017578125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,174.662353515625,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,20.7006893157959,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,57.13367462158203,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,89.1689682006836,39-1 
