Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:31
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    146.5  1000.0    14.6     1.0 14646.4
     1     1           1.0000     1     39     39          1.0000*    1  1    180.5  1000.0    18.1     1.0 18052.0
     2     2           1.0000*    1      3     3           1.0000     1  1    346.7  1000.0    34.7     1.0 34668.6
     2     2           1.0000     1     25     25          1.0000*    1  1    266.1  1000.0    26.6     1.0 26607.2
     3     3           1.0000     1      4     4           1.0000*    1  1     81.8  1000.0     8.2     1.0  8181.9
     3     3           1.0000     1     18     18          1.0000*    1  1     50.0  1000.0     5.0     1.0  5004.5
     4     4           1.0000*    1      5     5           1.0000     1  1    166.0  1000.0    16.6     1.0 16604.5
     4     4           1.0000     1     14     14          1.0000*    1  1    277.9  1000.0    27.8     1.0 27788.5
     5     5           1.0000     1      6     6           1.0000*    1  1    808.6  1000.0    80.9     1.0 80861.0
     5     5           1.0000*    1      8     8           1.0000     1  1    656.1  1000.0    65.6     1.0 65610.5
     6     6           1.0000*    1      7     7           1.0000     1  1   1100.1  1000.0   110.0     1.0110005.1
     6     6           1.0000     1     11     11          1.0000*    1  1    326.4  1000.0    32.6     1.0 32640.2
     7     7           1.0000     1      8     8           1.0000*    1  1    155.3  1000.0    15.5     1.0 15532.2
     8     8           1.0000*    1      9     9           1.0000     1  1     74.0  1000.0     7.4     1.0  7402.6
     9     9           1.0000     1     39     39          1.0000*    1  1    109.7  1000.0    11.0     1.0 10974.3
    10     10          1.0000*    1     11     11          1.0000     1  1    326.3  1000.0    32.6     1.0 32626.0
    10     10          1.0000*    1     13     13          1.0000     1  1    324.6  1000.0    32.5     1.0 32458.3
    13     13          1.0000*    1     14     14          1.0000     1  1    320.1  1000.0    32.0     1.0 32008.9
    14     14          1.0000     1     15     15          1.0000*    1  1     61.9  1000.0     6.2     1.0  6193.0
    15     15          1.0000*    1     16     16          1.0000     1  1    298.5  1000.0    29.8     1.0 29847.9
    16     16          1.0000*    1     17     17          1.0000     1  1    221.5  1000.0    22.2     1.0 22152.5
    16     16          1.0000     1     19     19          1.0000*    1  1    455.3   500.0    91.1     1.0 45534.5
    16     16          1.0000     1     21     21          1.0000*    1  1    334.0   500.0    66.8     1.0 33402.0
    16     16          1.0000*    1     24     24          1.0000     1  1     94.4   500.0    18.9     1.0  9443.9
    17     17          1.0000*    1     18     18          1.0000     1  1    197.4   500.0    39.5     1.0 19744.1
    17     17          1.0000*    1     27     27          1.0000     1  1     34.6   500.0     6.9     1.0  3460.7
    21     21          1.0000     1     22     22          1.0000*    1  1    613.3   700.0    87.6     1.0 61334.5
    22     22          1.0000     1     23     23          1.0000*    1  1     74.2   500.0    14.8     1.0  7424.3
    23     23          1.0000*    1     24     24          1.0000     1  1    354.1   500.0    70.8     1.0 35412.8
    25     25          1.0000     1     26     26          1.0000*    1  1     80.4   500.0    16.1     1.0  8036.0
    26     26          1.0000     1     27     27          1.0000*    1  1    272.6   500.0    54.5     1.0 27255.7
    26     26          1.0000     1     28     28          1.0000*    1  1    154.7   500.0    30.9     1.0 15471.4
    26     26          1.0000     1     29     29          1.0000*    1  1    205.9   500.0    41.2     1.0 20590.1
    28     28          1.0000     1     29     29          1.0000*    1  1    352.1   500.0    70.4     1.0 35207.9
