from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,46.6,1000.0,4.7,1.0  4663.3
1,,1.0000,39,,1.0000*,125.9,1000.0,12.6,1.0 12589.3
2,,1.0000*,3,,1.0000,377.5,1000.0,37.8,1.0 37753.0
2,,1.0000,25,,1.0000*,154.1,1000.0,15.4,1.0 15412.3
3,,1.0000,4,,1.0000*,290.4,1000.0,29.0,1.0 29035.8
3,,1.0000*,18,,1.0000,330.4,1000.0,33.0,1.0 33044.2
4,,1.0000,5,,1.0000*,693.9,1000.0,69.4,1.0 69392.2
4,,1.0000,14,,1.0000*,104.6,1000.0,10.5,1.0 10463.4
5,,1.0000,6,,1.0000*,1017.4,1000.0,101.7,1.0101736.2
5,,1.0000,8,,1.0000*,340.0,1000.0,34.0,1.0 34004.9
6,,1.0000*,7,,1.0000,543.3,1000.0,54.3,1.0 54333.9
6,,1.0000,11,,1.0000*,87.3,1000.0,8.7,1.0  8726.4
7,,1.0000*,8,,1.0000,296.7,1000.0,29.7,1.0 29674.6
8,,1.0000*,9,,1.0000,114.5,1000.0,11.5,1.0 11454.6
9,,1.0000,39,,1.0000*,144.6,1000.0,14.5,1.0 14463.2
10,,1.0000*,11,,1.0000,33.9,1000.0,3.4,1.0  3387.5
10,,1.0000*,13,,1.0000,658.0,1000.0,65.8,1.0 65795.6
13,,1.0000*,14,,1.0000,682.2,1000.0,68.2,1.0 68216.7
14,,1.0000*,15,,1.0000,581.3,1000.0,58.1,1.0 58133.0
15,,1.0000*,16,,1.0000,303.8,1000.0,30.4,1.0 30377.1
16,,1.0000*,17,,1.0000,266.6,1000.0,26.7,1.0 26655.6
16,,1.0000*,19,,1.0000,564.0,500.0,112.8,1.0 56396.1
16,,1.0000,21,,1.0000*,330.9,500.0,66.2,1.0 33092.5
16,,1.0000*,24,,1.0000,111.4,500.0,22.3,1.0 11140.1
17,,1.0000,18,,1.0000*,171.3,500.0,34.3,1.0 17134.6
17,,1.0000*,27,,1.0000,96.9,500.0,19.4,1.0  9685.5
21,,1.0000,22,,1.0000*,618.5,500.0,123.7,1.0 61846.5
22,,1.0000,23,,1.0000*,75.5,500.0,15.1,1.0  7548.5
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35388.9
25,,1.0000*,26,,1.0000,186.7,500.0,37.3,1.0 18674.3
26,,1.0000*,27,,1.0000,381.5,500.0,76.3,1.0 38150.3
26,,1.0000,28,,1.0000*,151.3,500.0,30.3,1.0 15132.0
26,,1.0000,29,,1.0000*,202.7,500.0,40.5,1.0 20266.1
28,,1.0000,29,,1.0000*,351.1,500.0,70.2,1.0 35107.2
