from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,118.7,1000.0,11.9,1.0 11871.7
1,,1.0000,39,,1.0000*,154.9,1000.0,15.5,1.0 15485.4
2,,1.0000,3,,1.0000*,372.1,1000.0,37.2,1.0 37212.7
2,,1.0000,25,,1.0000*,257.6,1000.0,25.8,1.0 25761.0
3,,1.0000*,4,,1.0000,67.0,1000.0,6.7,1.0  6696.1
3,,1.0000,18,,1.0000*,131.6,1000.0,13.2,1.0 13164.5
4,,1.0000*,5,,1.0000,250.5,1000.0,25.0,1.0 25047.7
4,,1.0000,14,,1.0000*,262.2,1000.0,26.2,1.0 26224.5
5,,1.0000,6,,1.0000*,514.3,1000.0,51.4,1.0 51433.9
5,,1.0000,8,,1.0000*,335.6,1000.0,33.6,1.0 33556.9
6,,1.0000*,7,,1.0000,449.2,1000.0,44.9,1.0 44924.9
6,,1.0000,11,,1.0000*,369.7,1000.0,37.0,1.0 36973.8
7,,1.0000,8,,1.0000*,201.5,1000.0,20.2,1.0 20153.5
8,,1.0000*,9,,1.0000,28.5,1000.0,2.9,1.0  2851.1
9,,1.0000,39,,1.0000*,142.4,1000.0,14.2,1.0 14241.1
10,,1.0000*,11,,1.0000,351.7,1000.0,35.2,1.0 35171.0
10,,1.0000,13,,1.0000*,333.2,1000.0,33.3,1.0 33319.4
13,,1.0000,14,,1.0000*,321.1,1000.0,32.1,1.0 32110.6
14,,1.0000,15,,1.0000*,188.9,1000.0,18.9,1.0 18891.7
15,,1.0000,16,,1.0000*,262.5,1000.0,26.2,1.0 26245.5
16,,1.0000*,17,,1.0000,267.5,1000.0,26.8,1.0 26754.1
16,,1.0000,19,,1.0000*,587.9,500.0,117.6,1.0 58786.9
16,,1.0000*,21,,1.0000,870.4,500.0,174.1,1.0 87044.5
16,,1.0000*,24,,1.0000,507.5,500.0,101.5,1.0 50749.8
17,,1.0000*,18,,1.0000,204.2,500.0,40.8,1.0 20419.3
17,,1.0000*,27,,1.0000,80.2,500.0,16.0,1.0  8015.1
21,,1.0000,22,,1.0000*,1142.8,500.0,228.6,1.0114277.2
22,,1.0000*,23,,1.0000,600.7,500.0,120.1,1.0 60066.3
23,,1.0000,24,,1.0000*,827.9,500.0,165.6,1.0 82790.1
25,,1.0000,26,,1.0000*,102.9,500.0,20.6,1.0 10293.7
26,,1.0000,27,,1.0000*,299.6,500.0,59.9,1.0 29957.8
26,,1.0000,28,,1.0000*,148.9,500.0,29.8,1.0 14893.2
26,,1.0000,29,,1.0000*,200.3,500.0,40.1,1.0 20031.0
28,,1.0000,29,,1.0000*,350.4,500.0,70.1,1.0 35043.8
