from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,52.4,1000.0,5.2,1.0,5238.2
1,,1.0000,39,,1.0000*,126.8,1000.0,12.7,1.0,12676.7
2,,1.0000,3,,1.0000*,365.6,1000.0,36.6,1.0,36557.1
2,,1.0000,25,,1.0000*,164.1,1000.0,16.4,1.0,16413.9
3,,1.0000,4,,1.0000*,276.2,1000.0,27.6,1.0,27617.1
3,,1.0000*,18,,1.0000,303.9,1000.0,30.4,1.0,30388.4
4,,1.0000,5,,1.0000*,493.5,1000.0,49.4,1.0,49352.6
4,,1.0000,14,,1.0000*,303.4,1000.0,30.3,1.0,30337.0
5,,1.0000,6,,1.0000*,815.8,1000.0,81.6,1.0,81575.8
5,,1.0000,8,,1.0000*,347.6,1000.0,34.8,1.0,34759.4
6,,1.0000*,7,,1.0000,513.7,1000.0,51.4,1.0,51370.6
6,,1.0000*,11,,1.0000,761.9,1000.0,76.2,1.0,76185.9
7,,1.0000,8,,1.0000*,266.6,1000.0,26.7,1.0,26660.6
8,,1.0000*,9,,1.0000,91.9,1000.0,9.2,1.0,9190.2
9,,1.0000,39,,1.0000*,137.6,1000.0,13.8,1.0,13764.3
10,,1.0000,11,,1.0000*,753.4,1000.0,75.3,1.0,75340.2
10,,1.0000*,13,,1.0000,915.7,1000.0,91.6,1.0,91568.1
13,,1.0000*,14,,1.0000,916.2,1000.0,91.6,1.0,91622.7
14,,1.0000*,15,,1.0000,618.8,1000.0,61.9,1.0,61876.1
15,,1.0000*,16,,1.0000,345.3,1000.0,34.5,1.0,34527.8
16,,1.0000*,17,,1.0000,232.5,1000.0,23.3,1.0,23250.5
16,,1.0000*,19,,1.0000,564.5,500.0,112.9,1.0,56449.6
16,,1.0000,21,,1.0000*,330.7,500.0,66.1,1.0,33072.8
16,,1.0000*,24,,1.0000,113.4,500.0,22.7,1.0,11344.8
17,,1.0000*,18,,1.0000,144.7,500.0,28.9,1.0,14471.8
17,,1.0000*,27,,1.0000,88.3,500.0,17.7,1.0,8825.7
21,,1.0000,22,,1.0000*,619.2,500.0,123.8,1.0,61918.1
22,,1.0000,23,,1.0000*,75.6,500.0,15.1,1.0,7563.4
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35393.8
25,,1.0000,26,,1.0000*,176.7,500.0,35.3,1.0,17672.0
26,,1.0000*,27,,1.0000,371.8,500.0,74.4,1.0,37183.3
26,,1.0000,28,,1.0000*,151.3,500.0,30.3,1.0,15129.8
26,,1.0000,29,,1.0000*,202.6,500.0,40.5,1.0,20264.0
28,,1.0000,29,,1.0000*,351.1,500.0,70.2,1.0,35106.6
