from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,81.0,1000.0,8.1
1,,1.0000,39,,1.0000*,144.0,1000.0,14.4
2,,1.0000*,3,,1.0000,367.8,1000.0,36.8
2,,1.0000,25,,1.0000*,213.3,1000.0,21.3
3,,1.0000,4,,1.0000*,102.6,1000.0,10.3
3,,1.0000,18,,1.0000*,147.2,1000.0,14.7
4,,1.0000,5,,1.0000*,429.9,1000.0,43.0
4,,1.0000,14,,1.0000*,184.8,1000.0,18.5
5,,1.0000,6,,1.0000*,744.5,1000.0,74.4
5,,1.0000,8,,1.0000*,341.8,1000.0,34.2
6,,1.0000*,7,,1.0000,492.9,1000.0,49.3
6,,1.0000,11,,1.0000*,205.2,1000.0,20.5
7,,1.0000,8,,1.0000*,245.1,1000.0,24.5
8,,1.0000*,9,,1.0000,46.6,1000.0,4.7
9,,1.0000,39,,1.0000*,153.5,1000.0,15.3
10,,1.0000*,11,,1.0000,196.2,1000.0,19.6
10,,1.0000*,13,,1.0000,474.7,1000.0,47.5
13,,1.0000*,14,,1.0000,483.8,1000.0,48.4
14,,1.0000,15,,1.0000*,303.7,1000.0,30.4
15,,1.0000*,16,,1.0000,107.9,1000.0,10.8
16,,1.0000*,17,,1.0000,50.0,1000.0,5.0
16,,1.0000*,19,,1.0000,67.3,500.0,13.5
16,,1.0000,21,,1.0000*,335.9,500.0,67.2
16,,1.0000*,24,,1.0000,88.1,500.0,17.6
17,,1.0000*,18,,1.0000,21.2,500.0,4.2
17,,1.0000,27,,1.0000*,46.0,500.0,9.2
21,,1.0000,22,,1.0000*,611.8,500.0,122.4
22,,1.0000,23,,1.0000*,73.8,500.0,14.8
23,,1.0000*,24,,1.0000,354.5,500.0,70.9
25,,1.0000*,26,,1.0000,133.7,500.0,26.7
26,,1.0000,27,,1.0000*,325.3,500.0,65.1
26,,1.0000,28,,1.0000*,155.5,500.0,31.1
26,,1.0000,29,,1.0000*,206.7,500.0,41.3
28,,1.0000,29,,1.0000*,352.3,500.0,70.5
