NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,108.17186737060547,30-1 
31,1 ,750.0,0.0,581.435546875,800.0,-500.0,495.5413818359375,31-1 
31,2 ,400.0,0.0,1017.7697143554688,300.0,0.0,300.0,31-2 
32,1 ,750.0,0.0,650.0,800.0,-500.0,83.9640884399414,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,217.90890502929688,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,286.7596435546875,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,215.4137420654297,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,102.8773193359375,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,1.3769770860671997,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,25.134876251220703,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,1.7015489339828491,39-1 
