NUMBER,PU,Angle
1,1.0514198541641235,-0.1557609736919403
2,1.0588396787643433,-0.11375420540571213
3,1.0542802810668945,-0.16302916407585144
4,1.0570893287658691,-0.17629460990428925
5,1.0720996856689453,-0.15745560824871063
6,1.072893500328064,-0.14629629254341125
7,1.0597904920578003,-0.18029694259166718
8,1.0572404861450195,-0.1881052702665329
9,1.0534603595733643,-0.18458761274814606
10,1.0595743656158447,-0.10728941857814789
11,1.0628308057785034,-0.120795339345932
12,1.0476808547973633,-0.12070019543170929
13,1.0569076538085938,-0.11891971528530121
14,1.0536290407180786,-0.14606495201587677
15,1.0361979007720947,-0.15289370715618134
16,1.0429519414901733,-0.12899145483970642
17,1.0475409030914307,-0.14532044529914856
18,1.0488579273223877,-0.1593405306339264
19,1.0414732694625854,-0.05049416795372963
20,0.9608622193336487,-0.07781898975372314
21,1.0396273136138916,-0.08754590898752213
22,1.0540071725845337,-0.010593430139124393
23,1.0491485595703125,-0.014030574820935726
24,1.047499656677246,-0.12690024077892303
25,1.064773440361023,-0.08890616148710251
26,1.0602275133132935,-0.11170820891857147
27,1.0486466884613037,-0.1469329297542572
28,1.0543406009674072,-0.05082996189594269
29,1.052836298942566,-0.0028923647478222847
30,1.0475000143051147,-0.07192449271678925
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.02664656564593315
33,0.9972000122070312,0.04090457037091255
34,1.0,0.20725493133068085
35,1.049299955368042,0.07565847039222717
36,1.0635000467300415,0.1225326657295227
37,1.0277999639511108,0.028877519071102142
38,1.0264999866485596,0.12018834054470062
39,1.0299999713897705,-0.1813550740480423
