NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,121.7535629272461,30-1 
31,1 ,750.0,0.0,638.8674926757812,800.0,-500.0,450.0445251464844,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,83.29808807373047,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,207.72657775878906,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,212.7705078125,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,609.5907592773438,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,166.428955078125,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,297.194580078125,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,138.0095672607422,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,80.79962921142578,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-0.5904655456542969,39-1 
