Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:34
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    107.2  1000.0    10.7     1.0 10720.1
     1     1           1.0000     1     39     39          1.0000*    1  1    165.9  1000.0    16.6     1.0 16587.1
     2     2           1.0000     1      3     3           1.0000*    1  1    234.2  1000.0    23.4     1.0 23422.0
     2     2           1.0000*    1     25     25          1.0000     1  1    527.7  1000.0    52.8     1.0 52772.0
     3     3           1.0000*    1      4     4           1.0000     1  1    469.6  1000.0    47.0     1.0 46960.5
     3     3           1.0000     1     18     18          1.0000*    1  1     80.7  1000.0     8.1     1.0  8067.3
     4     4           1.0000     1      5     5           1.0000*    1  1    687.4  1000.0    68.7     1.0 68744.7
     4     4           1.0000     1     14     14          1.0000*    1  1    283.3  1000.0    28.3     1.0 28331.9
     5     5           1.0000     1      6     6           1.0000*    1  1   1059.6  1000.0   106.0     1.0105960.1
     5     5           1.0000*    1      8     8           1.0000     1  1    386.8  1000.0    38.7     1.0 38676.3
     6     6           1.0000*    1      7     7           1.0000     1  1    589.1  1000.0    58.9     1.0 58914.7
     6     6           1.0000     1     11     11          1.0000*    1  1     85.5  1000.0     8.6     1.0  8551.4
     7     7           1.0000*    1      8     8           1.0000     1  1    342.0  1000.0    34.2     1.0 34200.5
     8     8           1.0000*    1      9     9           1.0000     1  1    197.7  1000.0    19.8     1.0 19772.0
     9     9           1.0000     1     39     39          1.0000*    1  1    212.3  1000.0    21.2     1.0 21232.8
    10     10          1.0000*    1     11     11          1.0000     1  1     80.9  1000.0     8.1     1.0  8090.2
    10     10          1.0000*    1     13     13          1.0000     1  1    575.7  1000.0    57.6     1.0 57566.3
    13     13          1.0000*    1     14     14          1.0000     1  1    593.9  1000.0    59.4     1.0 59386.0
    14     14          1.0000*    1     15     15          1.0000     1  1    308.7  1000.0    30.9     1.0 30869.7
    15     15          1.0000*    1     16     16          1.0000     1  1    134.0  1000.0    13.4     1.0 13400.8
    16     16          1.0000*    1     17     17          1.0000     1  1    484.0  1000.0    48.4     1.0 48403.0
    16     16          1.0000     1     19     19          1.0000*    1  1    456.1   500.0    91.2     1.0 45613.6
    16     16          1.0000     1     21     21          1.0000*    1  1    333.0   500.0    66.6     1.0 33300.6
    16     16          1.0000*    1     24     24          1.0000     1  1     98.6   500.0    19.7     1.0  9863.7
    17     17          1.0000*    1     18     18          1.0000     1  1    215.8   500.0    43.2     1.0 21580.8
    17     17          1.0000*    1     27     27          1.0000     1  1    268.3   500.0    53.7     1.0 26834.1
    21     21          1.0000     1     22     22          1.0000*    1  1    614.5   700.0    87.8     1.0 61447.8
    22     22          1.0000     1     23     23          1.0000*    1  1     74.6   500.0    14.9     1.0  7455.2
    23     23          1.0000*    1     24     24          1.0000     1  1    354.0   500.0    70.8     1.0 35396.0
    25     25          1.0000*    1     26     26          1.0000     1  1    183.5   500.0    36.7     1.0 18347.2
    26     26          1.0000     1     27     27          1.0000*    1  1     68.9   500.0    13.8     1.0  6893.0
    26     26          1.0000     1     28     28          1.0000*    1  1    149.5   500.0    29.9     1.0 14949.0
    26     26          1.0000     1     29     29          1.0000*    1  1    200.9   500.0    40.2     1.0 20086.7
    28     28          1.0000     1     29     29          1.0000*    1  1    350.6   500.0    70.1     1.0 35058.0
