from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,107.2,1000.0,10.7,1.0 10720.1
1,,1.0000,39,,1.0000*,165.9,1000.0,16.6,1.0 16587.1
2,,1.0000,3,,1.0000*,234.2,1000.0,23.4,1.0 23422.0
2,,1.0000*,25,,1.0000,527.7,1000.0,52.8,1.0 52772.0
3,,1.0000*,4,,1.0000,469.6,1000.0,47.0,1.0 46960.5
3,,1.0000,18,,1.0000*,80.7,1000.0,8.1,1.0  8067.3
4,,1.0000,5,,1.0000*,687.4,1000.0,68.7,1.0 68744.7
4,,1.0000,14,,1.0000*,283.3,1000.0,28.3,1.0 28331.9
5,,1.0000,6,,1.0000*,1059.6,1000.0,106.0,1.0105960.1
5,,1.0000*,8,,1.0000,386.8,1000.0,38.7,1.0 38676.3
6,,1.0000*,7,,1.0000,589.1,1000.0,58.9,1.0 58914.7
6,,1.0000,11,,1.0000*,85.5,1000.0,8.6,1.0  8551.4
7,,1.0000*,8,,1.0000,342.0,1000.0,34.2,1.0 34200.5
8,,1.0000*,9,,1.0000,197.7,1000.0,19.8,1.0 19772.0
9,,1.0000,39,,1.0000*,212.3,1000.0,21.2,1.0 21232.8
10,,1.0000*,11,,1.0000,80.9,1000.0,8.1,1.0  8090.2
10,,1.0000*,13,,1.0000,575.7,1000.0,57.6,1.0 57566.3
13,,1.0000*,14,,1.0000,593.9,1000.0,59.4,1.0 59386.0
14,,1.0000*,15,,1.0000,308.7,1000.0,30.9,1.0 30869.7
15,,1.0000*,16,,1.0000,134.0,1000.0,13.4,1.0 13400.8
16,,1.0000*,17,,1.0000,484.0,1000.0,48.4,1.0 48403.0
16,,1.0000,19,,1.0000*,456.1,500.0,91.2,1.0 45613.6
16,,1.0000,21,,1.0000*,333.0,500.0,66.6,1.0 33300.6
16,,1.0000*,24,,1.0000,98.6,500.0,19.7,1.0  9863.7
17,,1.0000*,18,,1.0000,215.8,500.0,43.2,1.0 21580.8
17,,1.0000*,27,,1.0000,268.3,500.0,53.7,1.0 26834.1
21,,1.0000,22,,1.0000*,614.5,500.0,122.9,1.0 61447.8
22,,1.0000,23,,1.0000*,74.6,500.0,14.9,1.0  7455.2
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0 35396.0
25,,1.0000*,26,,1.0000,183.5,500.0,36.7,1.0 18347.2
26,,1.0000,27,,1.0000*,68.9,500.0,13.8,1.0  6893.0
26,,1.0000,28,,1.0000*,149.5,500.0,29.9,1.0 14949.0
26,,1.0000,29,,1.0000*,200.9,500.0,40.2,1.0 20086.7
28,,1.0000,29,,1.0000*,350.6,500.0,70.1,1.0 35058.0
