from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,133.9,1000.0,13.4,1.0,13388.3
1,,1.0000,39,,1.0000*,157.6,1000.0,15.8,1.0,15761.2
2,,1.0000*,3,,1.0000,445.7,1000.0,44.6,1.0,44569.0
2,,1.0000*,25,,1.0000,699.2,1000.0,69.9,1.0,69923.9
3,,1.0000*,4,,1.0000,93.7,1000.0,9.4,1.0,9373.8
3,,1.0000,18,,1.0000*,56.2,1000.0,5.6,1.0,5623.9
4,,1.0000*,5,,1.0000,224.3,1000.0,22.4,1.0,22428.5
4,,1.0000,14,,1.0000*,246.6,1000.0,24.7,1.0,24660.2
5,,1.0000,6,,1.0000*,495.2,1000.0,49.5,1.0,49518.7
5,,1.0000,8,,1.0000*,334.2,1000.0,33.4,1.0,33419.3
6,,1.0000*,7,,1.0000,442.7,1000.0,44.3,1.0,44267.1
6,,1.0000,11,,1.0000*,367.1,1000.0,36.7,1.0,36714.4
7,,1.0000,8,,1.0000*,195.0,1000.0,19.5,1.0,19496.2
8,,1.0000,9,,1.0000*,35.4,1000.0,3.5,1.0,3540.2
9,,1.0000,39,,1.0000*,158.6,1000.0,15.9,1.0,15860.5
10,,1.0000*,11,,1.0000,351.6,1000.0,35.2,1.0,35160.5
10,,1.0000,13,,1.0000*,319.0,1000.0,31.9,1.0,31897.8
13,,1.0000*,14,,1.0000,311.0,1000.0,31.1,1.0,31098.7
14,,1.0000,15,,1.0000*,111.9,1000.0,11.2,1.0,11191.3
15,,1.0000*,16,,1.0000,261.7,1000.0,26.2,1.0,26173.5
16,,1.0000*,17,,1.0000,240.0,1000.0,24.0,1.0,23999.7
16,,1.0000,19,,1.0000*,455.2,500.0,91.0,1.0,45520.6
16,,1.0000,21,,1.0000*,334.3,500.0,66.9,1.0,33426.3
16,,1.0000*,24,,1.0000,93.5,500.0,18.7,1.0,9352.5
17,,1.0000*,18,,1.0000,115.7,500.0,23.1,1.0,11569.1
17,,1.0000,27,,1.0000*,133.9,500.0,26.8,1.0,13387.3
21,,1.0000,22,,1.0000*,613.1,500.0,122.6,1.0,61311.0
22,,1.0000,23,,1.0000*,74.2,500.0,14.8,1.0,7417.6
23,,1.0000*,24,,1.0000,354.2,500.0,70.8,1.0,35417.4
25,,1.0000*,26,,1.0000,109.1,500.0,21.8,1.0,10910.4
26,,1.0000,27,,1.0000*,158.5,500.0,31.7,1.0,15846.4
26,,1.0000,28,,1.0000*,147.5,500.0,29.5,1.0,14750.9
26,,1.0000,29,,1.0000*,198.9,500.0,39.8,1.0,19886.5
28,,1.0000,29,,1.0000*,350.1,500.0,70.0,1.0,35010.3
