NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,102.11029052734375,30-1 
31,1 ,750.0,0.0,649.9857788085938,800.0,-500.0,432.702392578125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,62.376426696777344,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,339.1676330566406,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,186.42869567871094,34-1 
34,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,34-2 
35,1 ,750.0,0.0,650.0,800.0,-500.0,275.68634033203125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,137.05784606933594,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,123.7158203125,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,65.83675384521484,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-12.779415130615234,39-1 
