Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:34
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1     83.9  1000.0     8.4     1.0  8394.9
     1     1           1.0000     1     39     39          1.0000*    1  1    111.5  1000.0    11.2     1.0 11152.4
     2     2           1.0000     1      3     3           1.0000*    1  1     83.0  1000.0     8.3     1.0  8303.7
     2     2           1.0000     1     25     25          1.0000*    1  1    260.9  1000.0    26.1     1.0 26088.6
     3     3           1.0000*    1      4     4           1.0000     1  1     73.2  1000.0     7.3     1.0  7320.7
     3     3           1.0000     1     18     18          1.0000*    1  1    289.2  1000.0    28.9     1.0 28925.0
     4     4           1.0000*    1      5     5           1.0000     1  1    262.2  1000.0    26.2     1.0 26223.4
     4     4           1.0000     1     14     14          1.0000*    1  1    317.3  1000.0    31.7     1.0 31725.8
     5     5           1.0000     1      6     6           1.0000*    1  1    555.5  1000.0    55.6     1.0 55551.2
     5     5           1.0000     1      8     8           1.0000*    1  1    358.4  1000.0    35.8     1.0 35839.7
     6     6           1.0000*    1      7     7           1.0000     1  1    476.1  1000.0    47.6     1.0 47605.9
     6     6           1.0000     1     11     11          1.0000*    1  1    381.1  1000.0    38.1     1.0 38107.3
     7     7           1.0000     1      8     8           1.0000*    1  1    228.1  1000.0    22.8     1.0 22808.2
     8     8           1.0000*    1      9     9           1.0000     1  1     53.1  1000.0     5.3     1.0  5306.7
     9     9           1.0000     1     39     39          1.0000*    1  1    147.0  1000.0    14.7     1.0 14696.8
    10     10          1.0000*    1     11     11          1.0000     1  1    364.5  1000.0    36.4     1.0 36448.5
    10     10          1.0000     1     13     13          1.0000*    1  1    310.9  1000.0    31.1     1.0 31089.2
    13     13          1.0000     1     14     14          1.0000*    1  1    298.6  1000.0    29.9     1.0 29857.3
    14     14          1.0000     1     15     15          1.0000*    1  1    126.6  1000.0    12.7     1.0 12659.8
    15     15          1.0000     1     16     16          1.0000*    1  1    342.8  1000.0    34.3     1.0 34275.9
    16     16          1.0000     1     17     17          1.0000*    1  1    225.1  1000.0    22.5     1.0 22511.6
    16     16          1.0000     1     19     19          1.0000*    1  1    464.1   500.0    92.8     1.0 46414.4
    16     16          1.0000     1     21     21          1.0000*    1  1    330.3   500.0    66.1     1.0 33033.5
    16     16          1.0000*    1     24     24          1.0000     1  1    120.4   500.0    24.1     1.0 12043.0
    17     17          1.0000*    1     18     18          1.0000     1  1    424.8   500.0    85.0     1.0 42481.0
    17     17          1.0000     1     27     27          1.0000*    1  1    386.3   500.0    77.3     1.0 38634.1
    21     21          1.0000     1     22     22          1.0000*    1  1    621.8   500.0   124.4     1.0 62178.1
    22     22          1.0000     1     23     23          1.0000*    1  1     76.1   500.0    15.2     1.0  7614.3
    23     23          1.0000*    1     24     24          1.0000     1  1    354.2   500.0    70.8     1.0 35423.1
    25     25          1.0000*    1     26     26          1.0000     1  1    630.1   500.0   126.0     1.0 63005.7
    26     26          1.0000     1     27     27          1.0000*    1  1    580.2   500.0   116.0     1.0 58017.8
    26     26          1.0000*    1     28     28          1.0000     1  1    628.7   500.0   125.7     1.0 62867.9
    26     26          1.0000     1     29     29          1.0000*    1  1    679.4   500.0   135.9     1.0 67940.9
    28     28          1.0000     1     29     29          1.0000*    1  1    842.7   500.0   168.5     1.0 84267.9
