from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,125.5,1000.0,12.5,1.0,12547.3
1,,1.0000,39,,1.0000*,144.4,1000.0,14.4,1.0,14443.5
2,,1.0000*,3,,1.0000,349.6,1000.0,35.0,1.0,34962.4
2,,1.0000,25,,1.0000*,370.8,1000.0,37.1,1.0,37080.6
3,,1.0000*,4,,1.0000,87.2,1000.0,8.7,1.0,8715.2
3,,1.0000,18,,1.0000*,53.2,1000.0,5.3,1.0,5323.6
4,,1.0000*,5,,1.0000,219.5,1000.0,21.9,1.0,21947.4
4,,1.0000,14,,1.0000*,266.1,1000.0,26.6,1.0,26612.4
5,,1.0000,6,,1.0000*,493.9,1000.0,49.4,1.0,49388.6
5,,1.0000,8,,1.0000*,340.3,1000.0,34.0,1.0,34026.6
6,,1.0000*,7,,1.0000,447.8,1000.0,44.8,1.0,44782.3
6,,1.0000,11,,1.0000*,379.9,1000.0,38.0,1.0,37993.0
7,,1.0000,8,,1.0000*,200.0,1000.0,20.0,1.0,20004.8
8,,1.0000,9,,1.0000*,28.9,1000.0,2.9,1.0,2889.0
9,,1.0000,39,,1.0000*,156.2,1000.0,15.6,1.0,15616.1
10,,1.0000*,11,,1.0000,363.8,1000.0,36.4,1.0,36376.4
10,,1.0000,13,,1.0000*,306.5,1000.0,30.7,1.0,30654.5
13,,1.0000*,14,,1.0000,297.0,1000.0,29.7,1.0,29695.7
14,,1.0000,15,,1.0000*,97.0,1000.0,9.7,1.0,9698.9
15,,1.0000*,16,,1.0000,294.6,1000.0,29.5,1.0,29456.8
16,,1.0000*,17,,1.0000,206.1,1000.0,20.6,1.0,20609.1
16,,1.0000,19,,1.0000*,455.2,500.0,91.0,1.0,45516.7
16,,1.0000,21,,1.0000*,334.3,500.0,66.9,1.0,33433.7
16,,1.0000*,24,,1.0000,93.3,500.0,18.7,1.0,9325.3
17,,1.0000*,18,,1.0000,201.4,500.0,40.3,1.0,20137.2
17,,1.0000,27,,1.0000*,44.9,500.0,9.0,1.0,4489.4
21,,1.0000,22,,1.0000*,613.0,500.0,122.6,1.0,61304.1
22,,1.0000,23,,1.0000*,74.2,500.0,14.8,1.0,7415.6
23,,1.0000*,24,,1.0000,354.2,500.0,70.8,1.0,35418.8
25,,1.0000*,26,,1.0000,119.1,500.0,23.8,1.0,11912.4
26,,1.0000,27,,1.0000*,278.3,500.0,55.7,1.0,27833.2
26,,1.0000,28,,1.0000*,149.2,500.0,29.8,1.0,14923.8
26,,1.0000,29,,1.0000*,200.6,500.0,40.1,1.0,20061.7
28,,1.0000,29,,1.0000*,350.5,500.0,70.1,1.0,35051.5
