NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,98.8549575805664,30-1 
31,1 ,750.0,0.0,1075.9189453125,800.0,-500.0,493.1563720703125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,35.10322570800781,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,83.9347152709961,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,155.40115356445312,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,183.052978515625,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,84.52593994140625,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-19.08910369873047,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,11.142895698547363,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-19.97005271911621,39-1 
