NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,139.91603088378906,30-1 
31,1 ,750.0,0.0,1591.4224853515625,800.0,-500.0,748.5499877929688,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,116.06816101074219,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,114.83319854736328,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,169.71868896484375,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,217.73171997070312,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,104.19178009033203,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,12.840348243713379,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,33.622161865234375,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,30.259302139282227,39-1 
