NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,132.2952117919922,30-1 
31,1 ,750.0,0.0,578.4786376953125,800.0,-500.0,502.4894714355469,31-1 
31,2 ,400.0,0.0,1012.59375,300.0,0.0,300.0,31-2 
32,1 ,750.0,0.0,650.0,800.0,-500.0,87.72151947021484,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,109.73533630371094,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,167.3563995361328,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,212.00875854492188,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,100.9463882446289,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,8.307400703430176,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,30.650455474853516,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,13.270573616027832,39-1 
