from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,39.1,1000.0,3.9,1.0,3912.6
1,,1.0000,39,,1.0000*,118.4,1000.0,11.8,1.0,11836.0
2,,1.0000*,3,,1.0000,429.7,1000.0,43.0,1.0,42969.4
2,,1.0000,25,,1.0000*,196.9,1000.0,19.7,1.0,19688.2
3,,1.0000,4,,1.0000*,426.1,1000.0,42.6,1.0,42612.3
3,,1.0000*,18,,1.0000,518.1,1000.0,51.8,1.0,51813.6
4,,1.0000,5,,1.0000*,518.3,1000.0,51.8,1.0,51825.7
4,,1.0000,14,,1.0000*,429.1,1000.0,42.9,1.0,42908.5
5,,1.0000,6,,1.0000*,846.9,1000.0,84.7,1.0,84694.4
5,,1.0000*,8,,1.0000,355.1,1000.0,35.5,1.0,35506.7
6,,1.0000*,7,,1.0000,526.5,1000.0,52.6,1.0,52648.2
6,,1.0000*,11,,1.0000,809.7,1000.0,81.0,1.0,80973.2
7,,1.0000,8,,1.0000*,279.3,1000.0,27.9,1.0,27931.4
8,,1.0000*,9,,1.0000,112.8,1000.0,11.3,1.0,11275.6
9,,1.0000,39,,1.0000*,145.1,1000.0,14.5,1.0,14509.0
10,,1.0000,11,,1.0000*,797.9,1000.0,79.8,1.0,79790.3
10,,1.0000*,13,,1.0000,868.2,1000.0,86.8,1.0,86815.6
13,,1.0000*,14,,1.0000,864.5,1000.0,86.5,1.0,86453.8
14,,1.0000*,15,,1.0000,433.5,1000.0,43.3,1.0,43348.3
15,,1.0000*,16,,1.0000,195.8,1000.0,19.6,1.0,19578.9
16,,1.0000*,17,,1.0000,604.0,1000.0,60.4,1.0,60397.2
16,,1.0000,19,,1.0000*,460.5,500.0,92.1,1.0,46048.4
16,,1.0000,21,,1.0000*,330.8,500.0,66.2,1.0,33081.6
16,,1.0000*,24,,1.0000,112.5,500.0,22.5,1.0,11249.1
17,,1.0000*,18,,1.0000,647.3,500.0,129.5,1.0,64734.5
17,,1.0000*,27,,1.0000,64.8,500.0,13.0,1.0,6478.1
21,,1.0000,22,,1.0000*,618.8,500.0,123.8,1.0,61884.4
22,,1.0000,23,,1.0000*,75.6,500.0,15.1,1.0,7556.4
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35391.4
25,,1.0000,26,,1.0000*,141.1,500.0,28.2,1.0,14114.0
26,,1.0000,27,,1.0000*,338.3,500.0,67.7,1.0,33826.9
26,,1.0000,28,,1.0000*,150.2,500.0,30.0,1.0,15024.5
26,,1.0000,29,,1.0000*,201.6,500.0,40.3,1.0,20161.3
28,,1.0000,29,,1.0000*,350.8,500.0,70.2,1.0,35077.8
