NUMBER,PU,Angle
1,1.0471210479736328,-0.19197088479995728
2,1.0465327501296997,-0.15895849466323853
3,1.028551459312439,-0.21751050651073456
4,1.0370315313339233,-0.19530272483825684
5,1.0582950115203857,-0.1700063794851303
6,1.060194730758667,-0.15720754861831665
7,1.0472288131713867,-0.19360193610191345
8,1.0448338985443115,-0.20240142941474915
9,1.0482455492019653,-0.2082817703485489
10,1.046607494354248,-0.11338698118925095
11,1.0498119592666626,-0.12847687304019928
12,1.0331614017486572,-0.12704165279865265
13,1.0415838956832886,-0.1238614097237587
14,1.0324716567993164,-0.14816200733184814
15,1.0027014017105103,-0.11963777989149094
16,1.0056898593902588,-0.07806380838155746
17,1.0081614255905151,-0.16650883853435516
18,1.0083860158920288,-0.24355259537696838
19,1.0194848775863647,0.19627413153648376
20,0.9742956161499023,0.1697753667831421
21,1.013392448425293,-0.034675903618335724
22,1.0399582386016846,0.044643547385931015
23,1.0346074104309082,0.041126180440187454
24,1.013535976409912,-0.07598665356636047
25,1.0553483963012695,-0.13137926161289215
26,1.0415211915969849,-0.14369896054267883
27,1.0202856063842773,-0.1748756617307663
28,1.0446598529815674,-0.08185809850692749
29,1.0461950302124023,-0.03341160714626312
30,1.0475000143051147,-0.11663658171892166
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.022218553349375725
33,1.0,0.4385732114315033
34,1.0123000144958496,0.2610563337802887
35,1.049299955368042,0.1320635974407196
36,1.0635000467300415,0.17935840785503387
37,1.0277999639511108,-0.012772254645824432
38,1.0264999866485596,0.09012597799301147
39,1.0299999713897705,-0.2115263044834137
