Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:31
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1     97.2  1000.0     9.7     1.0  9716.4
     1     1           1.0000     1     39     39          1.0000*    1  1     74.1  1000.0     7.4     1.0  7414.2
     2     2           1.0000*    1      3     3           1.0000     1  1     54.1  1000.0     5.4     1.0  5411.7
     2     2           1.0000     1     25     25          1.0000*    1  1    864.6  1000.0    86.5     1.0 86457.6
     3     3           1.0000*    1      4     4           1.0000     1  1    110.4  1000.0    11.0     1.0 11040.4
     3     3           1.0000     1     18     18          1.0000*    1  1    334.1  1000.0    33.4     1.0 33414.2
     4     4           1.0000*    1      5     5           1.0000     1  1    286.1  1000.0    28.6     1.0 28614.8
     4     4           1.0000     1     14     14          1.0000*    1  1    332.2  1000.0    33.2     1.0 33220.4
     5     5           1.0000     1      6     6           1.0000*    1  1    584.0  1000.0    58.4     1.0 58399.6
     5     5           1.0000*    1      8     8           1.0000     1  1    365.0  1000.0    36.5     1.0 36496.9
     6     6           1.0000*    1      7     7           1.0000     1  1    487.5  1000.0    48.8     1.0 48752.4
     6     6           1.0000     1     11     11          1.0000*    1  1    375.6  1000.0    37.6     1.0 37557.5
     7     7           1.0000     1      8     8           1.0000*    1  1    239.5  1000.0    23.9     1.0 23948.0
     8     8           1.0000*    1      9     9           1.0000     1  1     73.8  1000.0     7.4     1.0  7376.6
     9     9           1.0000     1     39     39          1.0000*    1  1    146.8  1000.0    14.7     1.0 14676.4
    10     10          1.0000*    1     11     11          1.0000     1  1    359.7  1000.0    36.0     1.0 35973.0
    10     10          1.0000     1     13     13          1.0000*    1  1    316.4  1000.0    31.6     1.0 31637.8
    13     13          1.0000     1     14     14          1.0000*    1  1    303.7  1000.0    30.4     1.0 30367.3
    14     14          1.0000     1     15     15          1.0000*    1  1    124.1  1000.0    12.4     1.0 12407.2
    15     15          1.0000     1     16     16          1.0000*    1  1    356.0  1000.0    35.6     1.0 35601.6
    16     16          1.0000     1     17     17          1.0000*    1  1    225.3  1000.0    22.5     1.0 22525.1
    16     16          1.0000     1     19     19          1.0000*    1  1    466.0   500.0    93.2     1.0 46600.1
    16     16          1.0000     1     21     21          1.0000*    1  1    330.3   500.0    66.1     1.0 33029.7
    16     16          1.0000*    1     24     24          1.0000     1  1    123.9   500.0    24.8     1.0 12389.2
    17     17          1.0000*    1     18     18          1.0000     1  1    480.8   500.0    96.2     1.0 48083.1
    17     17          1.0000     1     27     27          1.0000*    1  1    422.3   500.0    84.5     1.0 42227.4
    21     21          1.0000     1     22     22          1.0000*    1  1    623.2   500.0   124.6     1.0 62316.1
    22     22          1.0000     1     23     23          1.0000*    1  1     76.4   500.0    15.3     1.0  7639.6
    23     23          1.0000*    1     24     24          1.0000     1  1    354.4   500.0    70.9     1.0 35444.6
    25     25          1.0000*    1     26     26          1.0000     1  1    582.7   500.0   116.5     1.0 58272.3
    26     26          1.0000     1     27     27          1.0000*    1  1    644.5   500.0   128.9     1.0 64451.4
    26     26          1.0000*    1     28     28          1.0000     1  1    630.9   500.0   126.2     1.0 63091.0
    26     26          1.0000     1     29     29          1.0000*    1  1    679.0   500.0   135.8     1.0 67897.0
    28     28          1.0000     1     29     29          1.0000*    1  1    841.5   500.0   168.3     1.0 84145.3
