from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,49.3,1000.0,4.9
1,,1.0000,39,,1.0000*,127.8,1000.0,12.8
2,,1.0000,3,,1.0000*,55.7,1000.0,5.6
2,,1.0000,25,,1.0000*,340.2,1000.0,34.0
3,,1.0000,4,,1.0000*,198.7,1000.0,19.9
3,,1.0000,18,,1.0000*,91.4,1000.0,9.1
4,,1.0000,5,,1.0000*,428.2,1000.0,42.8
4,,1.0000,14,,1.0000*,282.4,1000.0,28.2
5,,1.0000,6,,1.0000*,768.5,1000.0,76.9
5,,1.0000,8,,1.0000*,365.8,1000.0,36.6
6,,1.0000*,7,,1.0000,518.1,1000.0,51.8
6,,1.0000,11,,1.0000*,243.3,1000.0,24.3
7,,1.0000,8,,1.0000*,270.1,1000.0,27.0
8,,1.0000*,9,,1.0000,96.0,1000.0,9.6
9,,1.0000,39,,1.0000*,168.4,1000.0,16.8
10,,1.0000*,11,,1.0000,235.6,1000.0,23.6
10,,1.0000*,13,,1.0000,431.2,1000.0,43.1
13,,1.0000*,14,,1.0000,436.0,1000.0,43.6
14,,1.0000,15,,1.0000*,166.6,1000.0,16.7
15,,1.0000*,16,,1.0000,188.5,1000.0,18.9
16,,1.0000*,17,,1.0000,334.4,1000.0,33.4
16,,1.0000,19,,1.0000*,454.7,500.0,90.9
16,,1.0000,21,,1.0000*,335.8,500.0,67.2
16,,1.0000*,24,,1.0000,88.4,500.0,17.7
17,,1.0000*,18,,1.0000,239.3,500.0,47.9
17,,1.0000*,27,,1.0000,95.4,500.0,19.1
21,,1.0000,22,,1.0000*,611.9,500.0,122.4
22,,1.0000,23,,1.0000*,73.8,500.0,14.8
23,,1.0000*,24,,1.0000,354.5,500.0,70.9
25,,1.0000,26,,1.0000*,41.8,500.0,8.4
26,,1.0000,27,,1.0000*,205.3,500.0,41.1
26,,1.0000,28,,1.0000*,156.4,500.0,31.3
26,,1.0000,29,,1.0000*,207.5,500.0,41.5
28,,1.0000,29,,1.0000*,352.6,500.0,70.5
