from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,97.2,1000.0,9.7,1.0,9716.4
1,,1.0000,39,,1.0000*,74.1,1000.0,7.4,1.0,7414.2
2,,1.0000*,3,,1.0000,54.1,1000.0,5.4,1.0,5411.7
2,,1.0000,25,,1.0000*,864.6,1000.0,86.5,1.0,86457.6
3,,1.0000*,4,,1.0000,110.4,1000.0,11.0,1.0,11040.4
3,,1.0000,18,,1.0000*,334.1,1000.0,33.4,1.0,33414.2
4,,1.0000*,5,,1.0000,286.1,1000.0,28.6,1.0,28614.8
4,,1.0000,14,,1.0000*,332.2,1000.0,33.2,1.0,33220.4
5,,1.0000,6,,1.0000*,584.0,1000.0,58.4,1.0,58399.6
5,,1.0000*,8,,1.0000,365.0,1000.0,36.5,1.0,36496.9
6,,1.0000*,7,,1.0000,487.5,1000.0,48.8,1.0,48752.4
6,,1.0000,11,,1.0000*,375.6,1000.0,37.6,1.0,37557.5
7,,1.0000,8,,1.0000*,239.5,1000.0,23.9,1.0,23948.0
8,,1.0000*,9,,1.0000,73.8,1000.0,7.4,1.0,7376.6
9,,1.0000,39,,1.0000*,146.8,1000.0,14.7,1.0,14676.4
10,,1.0000*,11,,1.0000,359.7,1000.0,36.0,1.0,35973.0
10,,1.0000,13,,1.0000*,316.4,1000.0,31.6,1.0,31637.8
13,,1.0000,14,,1.0000*,303.7,1000.0,30.4,1.0,30367.3
14,,1.0000,15,,1.0000*,124.1,1000.0,12.4,1.0,12407.2
15,,1.0000,16,,1.0000*,356.0,1000.0,35.6,1.0,35601.6
16,,1.0000,17,,1.0000*,225.3,1000.0,22.5,1.0,22525.1
16,,1.0000,19,,1.0000*,466.0,500.0,93.2,1.0,46600.1
16,,1.0000,21,,1.0000*,330.3,500.0,66.1,1.0,33029.7
16,,1.0000*,24,,1.0000,123.9,500.0,24.8,1.0,12389.2
17,,1.0000*,18,,1.0000,480.8,500.0,96.2,1.0,48083.1
17,,1.0000,27,,1.0000*,422.3,500.0,84.5,1.0,42227.4
21,,1.0000,22,,1.0000*,623.2,500.0,124.6,1.0,62316.1
22,,1.0000,23,,1.0000*,76.4,500.0,15.3,1.0,7639.6
23,,1.0000*,24,,1.0000,354.4,500.0,70.9,1.0,35444.6
25,,1.0000*,26,,1.0000,582.7,500.0,116.5,1.0,58272.3
26,,1.0000,27,,1.0000*,644.5,500.0,128.9,1.0,64451.4
26,,1.0000*,28,,1.0000,630.9,500.0,126.2,1.0,63091.0
26,,1.0000,29,,1.0000*,679.0,500.0,135.8,1.0,67897.0
28,,1.0000,29,,1.0000*,841.5,500.0,168.3,1.0,84145.3
