NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,176.3126220703125,30-1 
31,1 ,750.0,0.0,588.373779296875,800.0,-500.0,414.7047119140625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,38.54014587402344,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,82.43323516845703,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,154.70542907714844,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,181.3682098388672,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,83.5705337524414,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-0.2026384025812149,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,11.471816062927246,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-7.179371356964111,39-1 
39,2 ,400.0,0.0,1000.0,300.0,0.0,0.0,39-2 
