NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,219.88673400878906,30-1 
31,1 ,750.0,0.0,630.9218139648438,800.0,-500.0,458.4312438964844,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,90.8003158569336,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,202.62863159179688,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,210.40756225585938,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,185.2156219482422,35-1 
35,2 ,400.0,0.0,1000.0,300.0,0.0,284.9471130371094,35-2 
36,1 ,670.0,0.0,560.0,800.0,-500.0,305.1492919921875,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,8.047220230102539,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,50.928157806396484,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,30.733552932739258,39-1 
