from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,103.8,1000.0,10.4,1.0 10378.5
1,,1.0000,39,,1.0000*,152.0,1000.0,15.2,1.0 15198.4
2,,1.0000,3,,1.0000*,280.4,1000.0,28.0,1.0 28037.5
2,,1.0000,25,,1.0000*,414.5,1000.0,41.4,1.0 41446.4
3,,1.0000,4,,1.0000*,473.0,1000.0,47.3,1.0 47303.4
3,,1.0000,18,,1.0000*,128.8,1000.0,12.9,1.0 12876.1
4,,1.0000,5,,1.0000*,685.2,1000.0,68.5,1.0 68521.2
4,,1.0000,14,,1.0000*,298.1,1000.0,29.8,1.0 29805.7
5,,1.0000,6,,1.0000*,1058.6,1000.0,105.9,1.0105858.0
5,,1.0000*,8,,1.0000,392.9,1000.0,39.3,1.0 39286.2
6,,1.0000*,7,,1.0000,595.4,1000.0,59.5,1.0 59541.5
6,,1.0000,11,,1.0000*,115.6,1000.0,11.6,1.0 11556.3
7,,1.0000*,8,,1.0000,347.1,1000.0,34.7,1.0 34712.8
8,,1.0000*,9,,1.0000,205.0,1000.0,20.5,1.0 20504.4
9,,1.0000,39,,1.0000*,225.7,1000.0,22.6,1.0 22568.6
10,,1.0000*,11,,1.0000,102.6,1000.0,10.3,1.0 10257.1
10,,1.0000*,13,,1.0000,565.5,1000.0,56.5,1.0 56545.4
13,,1.0000*,14,,1.0000,582.1,1000.0,58.2,1.0 58206.2
14,,1.0000,15,,1.0000*,282.1,1000.0,28.2,1.0 28207.8
15,,1.0000*,16,,1.0000,130.4,1000.0,13.0,1.0 13040.2
16,,1.0000*,17,,1.0000,458.1,1000.0,45.8,1.0 45811.5
16,,1.0000,19,,1.0000*,455.7,500.0,91.1,1.0 45567.1
16,,1.0000,21,,1.0000*,333.5,500.0,66.7,1.0 33354.3
16,,1.0000*,24,,1.0000,96.3,500.0,19.3,1.0  9633.0
17,,1.0000*,18,,1.0000,283.7,500.0,56.7,1.0 28365.3
17,,1.0000*,27,,1.0000,176.7,500.0,35.3,1.0 17665.1
21,,1.0000,22,,1.0000*,613.8,500.0,122.8,1.0 61384.4
22,,1.0000,23,,1.0000*,74.4,500.0,14.9,1.0  7438.3
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0 35404.3
25,,1.0000,26,,1.0000*,95.0,500.0,19.0,1.0  9502.3
26,,1.0000,27,,1.0000*,145.2,500.0,29.0,1.0 14524.2
26,,1.0000,28,,1.0000*,154.6,500.0,30.9,1.0 15464.2
26,,1.0000,29,,1.0000*,205.8,500.0,41.2,1.0 20583.4
28,,1.0000,29,,1.0000*,352.1,500.0,70.4,1.0 35205.7
