from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,59.4,1000.0,5.9,1.0  5941.6
1,,1.0000,39,,1.0000*,95.9,1000.0,9.6,1.0  9593.3
2,,1.0000,3,,1.0000*,302.9,1000.0,30.3,1.0 30293.8
2,,1.0000,25,,1.0000*,517.2,1000.0,51.7,1.0 51722.7
3,,1.0000*,4,,1.0000,151.2,1000.0,15.1,1.0 15115.5
3,,1.0000*,18,,1.0000,479.7,1000.0,48.0,1.0 47971.1
4,,1.0000*,5,,1.0000,264.7,1000.0,26.5,1.0 26471.3
4,,1.0000*,14,,1.0000,457.5,1000.0,45.8,1.0 45751.2
5,,1.0000,6,,1.0000*,571.8,1000.0,57.2,1.0 57179.8
5,,1.0000*,8,,1.0000,384.9,1000.0,38.5,1.0 38491.4
6,,1.0000*,7,,1.0000,501.9,1000.0,50.2,1.0 50188.2
6,,1.0000,11,,1.0000*,456.0,1000.0,45.6,1.0 45598.2
7,,1.0000,8,,1.0000*,253.8,1000.0,25.4,1.0 25384.0
8,,1.0000*,9,,1.0000,109.5,1000.0,11.0,1.0 10953.5
9,,1.0000,39,,1.0000*,157.2,1000.0,15.7,1.0 15723.6
10,,1.0000*,11,,1.0000,433.4,1000.0,43.3,1.0 43335.1
10,,1.0000,13,,1.0000*,263.5,1000.0,26.3,1.0 26349.6
13,,1.0000,14,,1.0000*,241.8,1000.0,24.2,1.0 24181.3
14,,1.0000,15,,1.0000*,303.6,1000.0,30.4,1.0 30363.2
15,,1.0000,16,,1.0000*,559.0,1000.0,55.9,1.0 55900.7
16,,1.0000,17,,1.0000*,914.2,1000.0,91.4,1.0 91417.4
16,,1.0000,19,,1.0000*,496.2,500.0,99.2,1.0 49615.5
16,,1.0000*,21,,1.0000,867.9,500.0,173.6,1.0 86787.6
16,,1.0000*,24,,1.0000,505.1,500.0,101.0,1.0 50510.1
17,,1.0000,18,,1.0000*,624.7,500.0,124.9,1.0 62467.5
17,,1.0000*,27,,1.0000,295.5,500.0,59.1,1.0 29552.7
21,,1.0000,22,,1.0000*,1144.8,500.0,229.0,1.0114484.1
22,,1.0000*,23,,1.0000,601.6,500.0,120.3,1.0 60161.2
23,,1.0000,24,,1.0000*,825.5,500.0,165.1,1.0 82550.1
25,,1.0000,26,,1.0000*,204.7,500.0,40.9,1.0 20474.0
26,,1.0000,27,,1.0000*,172.3,500.0,34.5,1.0 17225.2
26,,1.0000,28,,1.0000*,147.5,500.0,29.5,1.0 14752.4
26,,1.0000,29,,1.0000*,198.9,500.0,39.8,1.0 19888.0
28,,1.0000,29,,1.0000*,350.1,500.0,70.0,1.0 35010.6
