Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:32
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    110.3  1000.0    11.0     1.0 11034.1
     1     1           1.0000     1     39     39          1.0000*    1  1    157.7  1000.0    15.8     1.0 15773.2
     2     2           1.0000*    1      3     3           1.0000     1  1    373.6  1000.0    37.4     1.0 37363.4
     2     2           1.0000     1     25     25          1.0000*    1  1    255.3  1000.0    25.5     1.0 25528.3
     3     3           1.0000     1      4     4           1.0000*    1  1     72.1  1000.0     7.2     1.0  7212.0
     3     3           1.0000     1     18     18          1.0000*    1  1     39.3  1000.0     3.9     1.0  3931.1
     4     4           1.0000     1      5     5           1.0000*    1  1    313.0  1000.0    31.3     1.0 31303.9
     4     4           1.0000     1     14     14          1.0000*    1  1    130.9  1000.0    13.1     1.0 13087.3
     5     5           1.0000     1      6     6           1.0000*    1  1    625.2  1000.0    62.5     1.0 62519.7
     5     5           1.0000     1      8     8           1.0000*    1  1    331.5  1000.0    33.1     1.0 33146.9
     6     6           1.0000*    1      7     7           1.0000     1  1    460.6  1000.0    46.1     1.0 46064.1
     6     6           1.0000*    1     11     11          1.0000     1  1    498.9  1000.0    49.9     1.0 49894.9
     7     7           1.0000     1      8     8           1.0000*    1  1    214.1  1000.0    21.4     1.0 21410.3
     8     8           1.0000*    1      9     9           1.0000     1  1     39.6  1000.0     4.0     1.0  3958.6
     9     9           1.0000     1     39     39          1.0000*    1  1    130.1  1000.0    13.0     1.0 13008.3
    10     10          1.0000*    1     11     11          1.0000     1  1    497.7  1000.0    49.8     1.0 49771.3
    10     10          1.0000     1     13     13          1.0000*    1  1    154.9  1000.0    15.5     1.0 15493.8
    13     13          1.0000*    1     14     14          1.0000     1  1    133.8  1000.0    13.4     1.0 13375.9
    14     14          1.0000     1     15     15          1.0000*    1  1     64.5  1000.0     6.4     1.0  6449.4
    15     15          1.0000*    1     16     16          1.0000     1  1    328.0  1000.0    32.8     1.0 32799.8
    16     16          1.0000*    1     17     17          1.0000     1  1    186.0  1000.0    18.6     1.0 18596.2
    16     16          1.0000     1     19     19          1.0000*    1  1    454.9   500.0    91.0     1.0 45489.8
    16     16          1.0000     1     21     21          1.0000*    1  1    334.9   500.0    67.0     1.0 33494.0
    16     16          1.0000*    1     24     24          1.0000     1  1     91.1   500.0    18.2     1.0  9112.3
    17     17          1.0000*    1     18     18          1.0000     1  1    173.9   500.0    34.8     1.0 17385.6
    17     17          1.0000*    1     27     27          1.0000     1  1     24.5   500.0     4.9     1.0  2445.1
    21     21          1.0000     1     22     22          1.0000*    1  1    612.5   700.0    87.5     1.0 61251.3
    22     22          1.0000     1     23     23          1.0000*    1  1     74.0   500.0    14.8     1.0  7399.8
    23     23          1.0000*    1     24     24          1.0000     1  1    354.3   500.0    70.9     1.0 35431.2
    25     25          1.0000     1     26     26          1.0000*    1  1     91.3   500.0    18.3     1.0  9129.7
    26     26          1.0000     1     27     27          1.0000*    1  1    283.7   500.0    56.7     1.0 28366.1
    26     26          1.0000     1     28     28          1.0000*    1  1    155.3   500.0    31.1     1.0 15531.8
    26     26          1.0000     1     29     29          1.0000*    1  1    206.5   500.0    41.3     1.0 20647.0
    28     28          1.0000     1     29     29          1.0000*    1  1    352.3   500.0    70.5     1.0 35226.8
