NUMBER,PU,Angle
1,1.032675862312317,-0.0717167928814888
2,1.018264889717102,0.02561613917350769
3,1.0090163946151733,-0.06314772367477417
4,1.0258277654647827,-0.16203400492668152
5,1.0501530170440674,-0.1789724975824356
6,1.0522491931915283,-0.17549239099025726
7,1.039726734161377,-0.20311389863491058
8,1.0375112295150757,-0.20731569826602936
9,1.0449728965759277,-0.1614370197057724
10,1.0373848676681519,-0.16091306507587433
11,1.0386064052581787,-0.1909831017255783
12,1.0228304862976074,-0.17474788427352905
13,1.0329277515411377,-0.15665732324123383
14,1.0252978801727295,-0.14249569177627563
15,1.0037118196487427,-0.0769873633980751
16,1.0120056867599487,-0.019593805074691772
17,0.9943922162055969,-0.006540224421769381
18,0.9981974959373474,-0.03631356358528137
19,1.0425617694854736,0.06225654482841492
20,0.9868930578231812,0.03718097507953644
21,1.0178413391113281,0.023452192544937134
22,1.0423409938812256,0.102359838783741
23,1.0370734930038452,0.09885648638010025
24,1.0192927122116089,-0.017513951286673546
25,1.0322781801223755,0.09857417643070221
26,0.9402205348014832,0.21674266457557678
27,0.9515863656997681,0.08659429103136063
28,0.9096007347106934,0.5675610303878784
29,0.9291892647743225,0.7159382700920105
30,1.0475000143051147,0.06911366432905197
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.024094408378005028
33,0.9972000122070312,0.15361125767230988
34,1.0123000144958496,0.12793417274951935
35,1.0493000745773315,0.1895795315504074
36,1.0635000467300415,0.236802339553833
37,1.0277999639511108,0.21926023066043854
38,1.0,1.0289909839630127
39,1.0299999713897705,-0.12872721254825592
