from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,212.9,1000.0,21.3,1.0 21293.7
1,,1.0000,39,,1.0000*,220.5,1000.0,22.1,1.0 22054.2
2,,1.0000,3,,1.0000*,382.5,1000.0,38.3,1.0 38253.0
2,,1.0000,25,,1.0000*,355.1,1000.0,35.5,1.0 35512.0
3,,1.0000*,4,,1.0000,396.6,1000.0,39.7,1.0 39660.8
3,,1.0000,18,,1.0000*,380.0,1000.0,38.0,1.0 38004.1
4,,1.0000*,5,,1.0000,263.9,1000.0,26.4,1.0 26387.4
4,,1.0000,14,,1.0000*,289.2,1000.0,28.9,1.0 28921.5
5,,1.0000*,6,,1.0000,152.6,1000.0,15.3,1.0 15263.9
5,,1.0000,8,,1.0000*,319.7,1000.0,32.0,1.0 31970.9
6,,1.0000*,7,,1.0000,370.3,1000.0,37.0,1.0 37028.4
6,,1.0000,11,,1.0000*,234.9,1000.0,23.5,1.0 23491.4
7,,1.0000,8,,1.0000*,123.9,1000.0,12.4,1.0 12387.4
8,,1.0000*,9,,1.0000,107.4,1000.0,10.7,1.0 10736.2
9,,1.0000,39,,1.0000*,162.4,1000.0,16.2,1.0 16239.4
10,,1.0000,11,,1.0000*,824.6,1000.0,82.5,1.0 82460.2
10,,1.0000,13,,1.0000*,227.9,1000.0,22.8,1.0 22793.0
13,,1.0000,14,,1.0000*,256.2,1000.0,25.6,1.0 25621.3
14,,1.0000*,15,,1.0000,541.3,1000.0,54.1,1.0 54127.8
15,,1.0000,16,,1.0000*,827.9,1000.0,82.8,1.0 82793.3
16,,1.0000,17,,1.0000*,656.0,1000.0,65.6,1.0 65596.8
16,,1.0000,19,,1.0000*,498.2,500.0,99.6,1.0 49821.7
16,,1.0000*,21,,1.0000,867.2,500.0,173.4,1.0 86723.2
16,,1.0000*,24,,1.0000,504.5,500.0,100.9,1.0 50449.4
17,,1.0000,18,,1.0000*,522.3,500.0,104.5,1.0 52225.7
17,,1.0000*,27,,1.0000,152.5,500.0,30.5,1.0 15251.9
21,,1.0000,22,,1.0000*,1145.4,500.0,229.1,1.0114540.4
22,,1.0000*,23,,1.0000,601.9,500.0,120.4,1.0 60185.7
23,,1.0000,24,,1.0000*,824.9,500.0,165.0,1.0 82488.7
25,,1.0000,26,,1.0000*,81.3,500.0,16.3,1.0  8134.9
26,,1.0000,27,,1.0000*,229.8,500.0,46.0,1.0 22976.8
26,,1.0000,28,,1.0000*,147.7,500.0,29.5,1.0 14771.2
26,,1.0000,29,,1.0000*,199.1,500.0,39.8,1.0 19907.4
28,,1.0000,29,,1.0000*,350.1,500.0,70.0,1.0 35014.9
