from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,131.1,1000.0,13.1,1.0 13108.8
1,,1.0000,39,,1.0000*,171.1,1000.0,17.1,1.0 17107.7
2,,1.0000*,3,,1.0000,360.9,1000.0,36.1,1.0 36092.4
2,,1.0000,25,,1.0000*,266.3,1000.0,26.6,1.0 26634.0
3,,1.0000,4,,1.0000*,84.5,1000.0,8.4,1.0  8447.2
3,,1.0000,18,,1.0000*,59.8,1000.0,6.0,1.0  5982.2
4,,1.0000*,5,,1.0000,144.5,1000.0,14.5,1.0 14452.1
4,,1.0000,14,,1.0000*,331.9,1000.0,33.2,1.0 33188.2
5,,1.0000,6,,1.0000*,417.1,1000.0,41.7,1.0 41705.9
5,,1.0000,8,,1.0000*,339.5,1000.0,34.0,1.0 33954.3
6,,1.0000*,7,,1.0000,431.8,1000.0,43.2,1.0 43184.4
6,,1.0000,11,,1.0000*,360.7,1000.0,36.1,1.0 36068.1
7,,1.0000,8,,1.0000*,184.7,1000.0,18.5,1.0 18472.4
8,,1.0000*,9,,1.0000,35.3,1000.0,3.5,1.0  3533.6
9,,1.0000,39,,1.0000*,142.0,1000.0,14.2,1.0 14196.4
10,,1.0000,11,,1.0000*,1244.2,1000.0,124.4,1.0124421.5
10,,1.0000*,13,,1.0000,415.4,1000.0,41.5,1.0 41542.8
13,,1.0000*,14,,1.0000,374.4,1000.0,37.4,1.0 37441.2
14,,1.0000,15,,1.0000*,69.9,1000.0,7.0,1.0  6988.6
15,,1.0000*,16,,1.0000,293.4,1000.0,29.3,1.0 29337.8
16,,1.0000*,17,,1.0000,225.4,1000.0,22.5,1.0 22535.9
16,,1.0000,19,,1.0000*,455.0,500.0,91.0,1.0 45496.0
16,,1.0000,21,,1.0000*,334.8,500.0,67.0,1.0 33478.2
16,,1.0000*,24,,1.0000,91.7,500.0,18.3,1.0  9166.5
17,,1.0000*,18,,1.0000,202.8,500.0,40.6,1.0 20280.0
17,,1.0000*,27,,1.0000,30.5,500.0,6.1,1.0  3049.3
21,,1.0000,22,,1.0000*,612.6,500.0,122.5,1.0 61264.5
22,,1.0000,23,,1.0000*,74.0,500.0,14.8,1.0  7403.8
23,,1.0000*,24,,1.0000,354.3,500.0,70.9,1.0 35427.9
25,,1.0000,26,,1.0000*,82.0,500.0,16.4,1.0  8201.0
26,,1.0000,27,,1.0000*,273.7,500.0,54.7,1.0 27370.7
26,,1.0000,28,,1.0000*,155.4,500.0,31.1,1.0 15539.5
26,,1.0000,29,,1.0000*,206.5,500.0,41.3,1.0 20654.2
28,,1.0000,29,,1.0000*,352.3,500.0,70.5,1.0 35229.3
