NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,159.81993103027344,30-1 
31,1 ,750.0,0.0,641.3138427734375,800.0,-500.0,459.0204772949219,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,104.08351135253906,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,170.7062530517578,33-1 
33,2 ,400.0,0.0,1000.0,300.0,0.0,270.1048278808594,33-2 
34,1 ,650.0,0.0,508.0,800.0,-300.0,256.5414733886719,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,275.6851806640625,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,137.05723571777344,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-2.3289761543273926,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,35.4013557434082,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,27.74002456665039,39-1 
