NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,182.82647705078125,30-1 
31,1 ,750.0,0.0,638.6500244140625,800.0,-500.0,481.1772766113281,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,129.12005615234375,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,214.43565368652344,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,215.8802947998047,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,618.0037841796875,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,168.70980834960938,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,13.441837310791016,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,52.230472564697266,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,42.583351135253906,39-1 
