from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,296.9,1000.0,29.7,1.0 29688.2
1,,1.0000*,39,,1.0000,285.3,1000.0,28.5,1.0 28532.0
2,,1.0000,3,,1.0000*,857.3,1000.0,85.7,1.0 85728.6
2,,1.0000,25,,1.0000*,1036.4,1000.0,103.6,1.0103640.3
3,,1.0000,4,,1.0000*,546.6,1000.0,54.7,1.0 54663.3
3,,1.0000*,18,,1.0000,49.1,1000.0,4.9,1.0  4914.4
4,,1.0000*,5,,1.0000,245.0,1000.0,24.5,1.0 24499.9
4,,1.0000*,14,,1.0000,116.4,1000.0,11.6,1.0 11636.2
5,,1.0000*,6,,1.0000,136.3,1000.0,13.6,1.0 13634.8
5,,1.0000,8,,1.0000*,286.1,1000.0,28.6,1.0 28614.0
6,,1.0000,7,,1.0000*,339.3,1000.0,33.9,1.0 33934.3
6,,1.0000,11,,1.0000*,276.2,1000.0,27.6,1.0 27620.9
7,,1.0000,8,,1.0000*,95.4,1000.0,9.5,1.0  9541.9
8,,1.0000,9,,1.0000*,177.1,1000.0,17.7,1.0 17713.5
9,,1.0000,39,,1.0000*,222.2,1000.0,22.2,1.0 22223.3
10,,1.0000*,11,,1.0000,741.8,1000.0,74.2,1.0 74178.1
10,,1.0000,13,,1.0000*,127.8,1000.0,12.8,1.0 12781.8
13,,1.0000,14,,1.0000*,149.4,1000.0,14.9,1.0 14940.1
14,,1.0000,15,,1.0000*,266.8,1000.0,26.7,1.0 26676.2
15,,1.0000,16,,1.0000*,574.6,1000.0,57.5,1.0 57461.8
16,,1.0000,17,,1.0000*,100.2,1000.0,10.0,1.0 10021.7
16,,1.0000,19,,1.0000*,459.0,500.0,91.8,1.0 45898.9
16,,1.0000,21,,1.0000*,331.3,500.0,66.3,1.0 33126.0
16,,1.0000*,24,,1.0000,108.6,500.0,21.7,1.0 10857.3
17,,1.0000,18,,1.0000*,177.7,500.0,35.5,1.0 17766.5
17,,1.0000,27,,1.0000*,250.1,500.0,50.0,1.0 25013.3
21,,1.0000,22,,1.0000*,617.5,500.0,123.5,1.0 61751.2
22,,1.0000,23,,1.0000*,75.3,500.0,15.1,1.0  7527.9
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0 35384.9
25,,1.0000*,26,,1.0000,344.3,500.0,68.9,1.0 34429.8
26,,1.0000*,27,,1.0000,533.0,500.0,106.6,1.0 53299.0
26,,1.0000,28,,1.0000*,147.0,500.0,29.4,1.0 14699.0
26,,1.0000,29,,1.0000*,198.3,500.0,39.7,1.0 19832.6
28,,1.0000,29,,1.0000*,350.0,500.0,70.0,1.0 34999.1
