from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,111.1,1000.0,11.1,1.0,11105.1
1,,1.0000,39,,1.0000*,159.2,1000.0,15.9,1.0,15917.9
2,,1.0000*,3,,1.0000,373.3,1000.0,37.3,1.0,37325.9
2,,1.0000,25,,1.0000*,256.6,1000.0,25.7,1.0,25664.8
3,,1.0000,4,,1.0000*,66.5,1000.0,6.7,1.0,6652.4
3,,1.0000,18,,1.0000*,43.5,1000.0,4.3,1.0,4349.5
4,,1.0000*,5,,1.0000,317.4,1000.0,31.7,1.0,31738.7
4,,1.0000,14,,1.0000*,132.6,1000.0,13.3,1.0,13259.7
5,,1.0000,6,,1.0000*,623.4,1000.0,62.3,1.0,62336.5
5,,1.0000,8,,1.0000*,333.2,1000.0,33.3,1.0,33322.8
6,,1.0000*,7,,1.0000,462.7,1000.0,46.3,1.0,46270.4
6,,1.0000*,11,,1.0000,504.6,1000.0,50.5,1.0,50463.6
7,,1.0000,8,,1.0000*,215.4,1000.0,21.5,1.0,21541.6
8,,1.0000*,9,,1.0000,26.0,1000.0,2.6,1.0,2600.1
9,,1.0000,39,,1.0000*,144.3,1000.0,14.4,1.0,14426.2
10,,1.0000*,11,,1.0000,500.1,1000.0,50.0,1.0,50012.3
10,,1.0000,13,,1.0000*,155.4,1000.0,15.5,1.0,15540.3
13,,1.0000*,14,,1.0000,133.2,1000.0,13.3,1.0,13322.4
14,,1.0000,15,,1.0000*,76.0,1000.0,7.6,1.0,7600.2
15,,1.0000*,16,,1.0000,325.2,1000.0,32.5,1.0,32516.1
16,,1.0000*,17,,1.0000,186.5,1000.0,18.6,1.0,18645.7
16,,1.0000,19,,1.0000*,454.7,500.0,90.9,1.0,45466.6
16,,1.0000,21,,1.0000*,335.7,500.0,67.1,1.0,33570.8
16,,1.0000*,24,,1.0000,88.6,500.0,17.7,1.0,8861.3
17,,1.0000*,18,,1.0000,174.5,500.0,34.9,1.0,17452.1
17,,1.0000*,27,,1.0000,21.7,500.0,4.3,1.0,2171.1
21,,1.0000,22,,1.0000*,611.9,500.0,122.4,1.0,61192.1
22,,1.0000,23,,1.0000*,73.8,500.0,14.8,1.0,7381.2
23,,1.0000*,24,,1.0000,354.5,500.0,70.9,1.0,35448.3
25,,1.0000,26,,1.0000*,91.2,500.0,18.2,1.0,9120.7
26,,1.0000,27,,1.0000*,283.2,500.0,56.6,1.0,28317.9
26,,1.0000,28,,1.0000*,155.9,500.0,31.2,1.0,15585.2
26,,1.0000,29,,1.0000*,207.0,500.0,41.4,1.0,20697.0
28,,1.0000,29,,1.0000*,352.4,500.0,70.5,1.0,35243.8
