from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,109.2,1000.0,10.9
1,,1.0000,39,,1.0000*,158.8,1000.0,15.9
2,,1.0000*,3,,1.0000,374.8,1000.0,37.5
2,,1.0000,25,,1.0000*,256.5,1000.0,25.6
3,,1.0000*,4,,1.0000,65.5,1000.0,6.5
3,,1.0000,18,,1.0000*,46.3,1000.0,4.6
4,,1.0000,5,,1.0000*,349.8,1000.0,35.0
4,,1.0000,14,,1.0000*,115.7,1000.0,11.6
5,,1.0000,6,,1.0000*,647.1,1000.0,64.7
5,,1.0000,8,,1.0000*,333.7,1000.0,33.4
6,,1.0000*,7,,1.0000,468.8,1000.0,46.9
6,,1.0000,11,,1.0000*,364.5,1000.0,36.4
7,,1.0000,8,,1.0000*,220.9,1000.0,22.1
8,,1.0000,9,,1.0000*,30.1,1000.0,3.0
9,,1.0000,39,,1.0000*,157.7,1000.0,15.8
10,,1.0000*,11,,1.0000,363.2,1000.0,36.3
10,,1.0000*,13,,1.0000,601.8,1000.0,60.2
13,,1.0000*,14,,1.0000,606.6,1000.0,60.7
14,,1.0000,15,,1.0000*,81.6,1000.0,8.2
15,,1.0000*,16,,1.0000,328.5,1000.0,32.9
16,,1.0000*,17,,1.0000,182.6,1000.0,18.3
16,,1.0000,19,,1.0000*,454.6,500.0,90.9
16,,1.0000,21,,1.0000*,336.2,500.0,67.2
16,,1.0000*,24,,1.0000,87.2,500.0,17.4
17,,1.0000*,18,,1.0000,171.8,500.0,34.4
17,,1.0000*,27,,1.0000,19.6,500.0,3.9
21,,1.0000,22,,1.0000*,611.6,500.0,122.3
22,,1.0000,23,,1.0000*,73.7,500.0,14.7
23,,1.0000*,24,,1.0000,354.6,500.0,70.9
25,,1.0000,26,,1.0000*,92.4,500.0,18.5
26,,1.0000,27,,1.0000*,284.1,500.0,56.8
26,,1.0000,28,,1.0000*,156.2,500.0,31.2
26,,1.0000,29,,1.0000*,207.3,500.0,41.5
28,,1.0000,29,,1.0000*,352.5,500.0,70.5
