from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,265.6,1000.0,26.6,1.0 26559.7
1,,1.0000*,39,,1.0000,251.6,1000.0,25.2,1.0 25162.6
2,,1.0000*,3,,1.0000,876.2,1000.0,87.6,1.0 87623.0
2,,1.0000,25,,1.0000*,1020.3,1000.0,102.0,1.0102027.3
3,,1.0000,4,,1.0000*,521.2,1000.0,52.1,1.0 52120.1
3,,1.0000*,18,,1.0000,58.3,1000.0,5.8,1.0  5825.2
4,,1.0000*,5,,1.0000,265.5,1000.0,26.6,1.0 26554.8
4,,1.0000,14,,1.0000*,183.4,1000.0,18.3,1.0 18339.1
5,,1.0000,6,,1.0000*,433.6,1000.0,43.4,1.0 43357.2
5,,1.0000,8,,1.0000*,272.8,1000.0,27.3,1.0 27278.5
6,,1.0000*,7,,1.0000,382.9,1000.0,38.3,1.0 38294.2
6,,1.0000,11,,1.0000*,197.4,1000.0,19.7,1.0 19738.7
7,,1.0000,8,,1.0000*,136.3,1000.0,13.6,1.0 13633.9
8,,1.0000*,9,,1.0000,144.6,1000.0,14.5,1.0 14457.7
9,,1.0000,39,,1.0000*,197.2,1000.0,19.7,1.0 19716.0
10,,1.0000*,11,,1.0000,179.2,1000.0,17.9,1.0 17924.4
10,,1.0000*,13,,1.0000,512.7,1000.0,51.3,1.0 51270.9
13,,1.0000*,14,,1.0000,518.9,1000.0,51.9,1.0 51892.3
14,,1.0000,15,,1.0000*,318.0,1000.0,31.8,1.0 31804.8
15,,1.0000,16,,1.0000*,635.1,1000.0,63.5,1.0 63509.5
16,,1.0000,17,,1.0000*,150.5,1000.0,15.0,1.0 15049.8
16,,1.0000,19,,1.0000*,460.5,500.0,92.1,1.0 46050.1
16,,1.0000,21,,1.0000*,330.8,500.0,66.2,1.0 33081.2
16,,1.0000*,24,,1.0000,112.5,500.0,22.5,1.0 11253.1
17,,1.0000,18,,1.0000*,137.9,500.0,27.6,1.0 13785.2
17,,1.0000,27,,1.0000*,265.7,500.0,53.1,1.0 26573.5
21,,1.0000,22,,1.0000*,618.9,500.0,123.8,1.0 61885.9
22,,1.0000,23,,1.0000*,75.6,500.0,15.1,1.0  7556.7
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35391.5
25,,1.0000*,26,,1.0000,360.5,500.0,72.1,1.0 36046.3
26,,1.0000*,27,,1.0000,549.3,500.0,109.9,1.0 54934.7
26,,1.0000,28,,1.0000*,146.4,500.0,29.3,1.0 14642.1
26,,1.0000,29,,1.0000*,197.7,500.0,39.5,1.0 19772.7
28,,1.0000,29,,1.0000*,349.9,500.0,70.0,1.0 34987.7
