from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,102.7,1000.0,10.3
1,,1.0000,39,,1.0000*,154.3,1000.0,15.4
2,,1.0000*,3,,1.0000,378.6,1000.0,37.9
2,,1.0000,25,,1.0000*,252.3,1000.0,25.2
3,,1.0000,4,,1.0000*,60.0,1000.0,6.0
3,,1.0000,18,,1.0000*,41.4,1000.0,4.1
4,,1.0000,5,,1.0000*,408.8,1000.0,40.9
4,,1.0000,14,,1.0000*,64.5,1000.0,6.5
5,,1.0000,6,,1.0000*,708.9,1000.0,70.9
5,,1.0000,8,,1.0000*,330.1,1000.0,33.0
6,,1.0000*,7,,1.0000,476.7,1000.0,47.7
6,,1.0000,11,,1.0000*,170.0,1000.0,17.0
7,,1.0000,8,,1.0000*,229.0,1000.0,22.9
8,,1.0000*,9,,1.0000,25.4,1000.0,2.5
9,,1.0000,39,,1.0000*,148.7,1000.0,14.9
10,,1.0000*,11,,1.0000,156.0,1000.0,15.6
10,,1.0000*,13,,1.0000,522.5,1000.0,52.3
13,,1.0000*,14,,1.0000,535.4,1000.0,53.5
14,,1.0000,15,,1.0000*,74.1,1000.0,7.4
15,,1.0000*,16,,1.0000,341.8,1000.0,34.2
16,,1.0000*,17,,1.0000,171.1,1000.0,17.1
16,,1.0000,19,,1.0000*,454.7,500.0,90.9
16,,1.0000,21,,1.0000*,335.5,500.0,67.1
16,,1.0000*,24,,1.0000,89.2,500.0,17.8
17,,1.0000*,18,,1.0000,162.8,500.0,32.6
17,,1.0000*,27,,1.0000,20.9,500.0,4.2
21,,1.0000,22,,1.0000*,612.1,500.0,122.4
22,,1.0000,23,,1.0000*,73.9,500.0,14.8
23,,1.0000*,24,,1.0000,354.4,500.0,70.9
25,,1.0000,26,,1.0000*,95.3,500.0,19.1
26,,1.0000,27,,1.0000*,287.5,500.0,57.5
26,,1.0000,28,,1.0000*,155.8,500.0,31.2
26,,1.0000,29,,1.0000*,206.9,500.0,41.4
28,,1.0000,29,,1.0000*,352.4,500.0,70.5
