NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,160.6790771484375,30-1 
31,1 ,750.0,0.0,648.6529541015625,800.0,-500.0,456.4670104980469,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,96.88554382324219,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,350.3647155761719,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,191.9406280517578,34-1 
34,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,34-2 
35,1 ,750.0,0.0,650.0,800.0,-500.0,287.4490051269531,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,143.72860717773438,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,1.629782795906067,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,38.87867736816406,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,21.0887508392334,39-1 
