from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,78.8,1000.0,7.9,1.0,7878.8
1,,1.0000,39,,1.0000*,138.6,1000.0,13.9,1.0,13858.5
2,,1.0000*,3,,1.0000,395.0,1000.0,39.5,1.0,39497.5
2,,1.0000,25,,1.0000*,236.4,1000.0,23.6,1.0,23643.4
3,,1.0000,4,,1.0000*,72.3,1000.0,7.2,1.0,7231.4
3,,1.0000,18,,1.0000*,41.0,1000.0,4.1,1.0,4100.0
4,,1.0000,5,,1.0000*,638.4,1000.0,63.8,1.0,63838.6
4,,1.0000,14,,1.0000*,174.5,1000.0,17.5,1.0,17454.5
5,,1.0000,6,,1.0000*,936.4,1000.0,93.6,1.0,93644.0
5,,1.0000,8,,1.0000*,317.0,1000.0,31.7,1.0,31700.5
6,,1.0000*,7,,1.0000,508.1,1000.0,50.8,1.0,50808.5
6,,1.0000,11,,1.0000*,161.0,1000.0,16.1,1.0,16102.5
7,,1.0000,8,,1.0000*,261.5,1000.0,26.2,1.0,26153.1
8,,1.0000*,9,,1.0000,64.5,1000.0,6.5,1.0,6450.2
9,,1.0000,39,,1.0000*,122.5,1000.0,12.3,1.0,12253.7
10,,1.0000*,11,,1.0000,101.4,1000.0,10.1,1.0,10136.0
10,,1.0000*,13,,1.0000,746.3,1000.0,74.6,1.0,74625.4
13,,1.0000*,14,,1.0000,778.9,1000.0,77.9,1.0,77893.9
14,,1.0000,15,,1.0000*,67.2,1000.0,6.7,1.0,6715.4
15,,1.0000*,16,,1.0000,393.1,1000.0,39.3,1.0,39311.1
16,,1.0000*,17,,1.0000,128.5,1000.0,12.9,1.0,12850.6
16,,1.0000,19,,1.0000*,455.9,500.0,91.2,1.0,45587.6
16,,1.0000,21,,1.0000*,333.3,500.0,66.7,1.0,33328.9
16,,1.0000*,24,,1.0000,97.4,500.0,19.5,1.0,9739.4
17,,1.0000*,18,,1.0000,129.3,500.0,25.9,1.0,12932.4
17,,1.0000*,27,,1.0000,29.9,500.0,6.0,1.0,2985.2
21,,1.0000,22,,1.0000*,614.1,500.0,122.8,1.0,61413.3
22,,1.0000,23,,1.0000*,74.5,500.0,14.9,1.0,7446.1
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0,35400.2
25,,1.0000,26,,1.0000*,106.7,500.0,21.3,1.0,10670.1
26,,1.0000,27,,1.0000*,300.4,500.0,60.1,1.0,30040.1
26,,1.0000,28,,1.0000*,154.1,500.0,30.8,1.0,15405.3
26,,1.0000,29,,1.0000*,205.3,500.0,41.1,1.0,20527.8
28,,1.0000,29,,1.0000*,351.9,500.0,70.4,1.0,35187.5
